hole_number,diameter_mm,h_m,l_m,a_m,b_m,q_kg_m3,charge_weight_calc_kg,primer_weight_kg,explosive_weight_kg,total_charge_weight_kg,capacity_kg_m,charge_length_m,stemming_length_m,subdrilling_m,drill_passport
6151,311.1,10.5,12.5,8.8,7.6,0.79,554.7696000000001,0.75,550,550.75,100.6,5.47465208747515,7.02534791252485,2.0,630-E030525_P_B_1.B
6152,311.1,10.5,12.5,8.8,7.6,0.79,554.7696000000001,0.75,550,550.75,100.6,5.47465208747515,7.02534791252485,2.0,630-E030525_P_B_1.B
6153,311.1,10.5,12.5,8.8,7.6,0.79,554.7696000000001,0.75,550,550.75,100.6,5.47465208747515,7.02534791252485,2.0,630-E030525_P_B_1.B
6154,311.1,10.5,12.5,8.8,7.6,0.79,554.7696000000001,0.75,550,550.75,100.6,5.47465208747515,7.02534791252485,2.0,630-E030525_P_B_1.B
6155,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6156,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6157,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6158,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6750,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6751,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6752,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6753,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6754,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6755,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6756,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6757,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6758,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6759,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6760,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6761,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6762,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6763,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6764,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6767,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6768,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6769,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6770,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6771,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6772,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6773,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6774,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6780,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6781,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6782,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6783,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6784,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6785,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6786,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6787,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6788,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6789,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6795,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6796,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6797,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6798,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
6799,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6800,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6801,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6802,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6803,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6804,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6805,311.1,11.0,13.0,8.8,7.6,0.96,706.2528000000001,0.75,700,700.75,100.6,6.965705765407555,6.034294234592445,2.0,630-E030525_P_B_1.B
6811,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6812,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6813,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6814,311.1,10.5,12.5,8.8,7.6,0.93,653.0832000000001,0.75,650,650.75,100.6,6.46868787276342,6.03131212723658,2.0,630-E030525_P_B_1.B
6815,311.1,10.0,12.0,8.8,7.6,0.9,601.92,0.75,600,600.75,100.6,5.971669980119285,6.028330019880715,2.0,630-E030525_P_B_1.B
1,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
2,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
50,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
51,311.1,8.5,11.0,8.3,7.2,1.1,558.7560000000002,0.75,550,550.75,100.6,5.47465208747515,5.52534791252485,2.5,630-E040625_P_B_4.A
52,311.1,8.5,11.0,8.3,7.2,1.1,558.7560000000002,0.75,550,550.75,100.6,5.47465208747515,5.52534791252485,2.5,630-E040625_P_B_4.A
53,311.1,8.5,11.0,8.3,7.2,1.1,558.7560000000002,0.75,550,550.75,100.6,5.47465208747515,5.52534791252485,2.5,630-E040625_P_B_4.A
94,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
95,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
96,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
97,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
168,311.1,8.5,11.0,8.3,7.2,1.1,558.7560000000002,0.75,550,550.75,100.6,5.47465208747515,5.52534791252485,2.5,630-E040625_P_B_4.A
169,311.1,8.5,11.0,8.3,7.2,1.1,558.7560000000002,0.75,550,550.75,100.6,5.47465208747515,5.52534791252485,2.5,630-E040625_P_B_4.A
170,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
171,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
172,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
173,311.1,8.5,11.0,8.3,7.2,1.1,558.7560000000002,0.75,550,550.75,100.6,5.47465208747515,5.52534791252485,2.5,630-E040625_P_B_4.A
174,311.1,8.5,11.0,8.3,7.2,1.1,558.7560000000002,0.75,550,550.75,100.6,5.47465208747515,5.52534791252485,2.5,630-E040625_P_B_4.A
754,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
755,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
756,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
757,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
758,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
759,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
760,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
761,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
767,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
768,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
769,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
770,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
771,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
772,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
773,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
774,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
775,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
776,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
777,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
778,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
782,311.1,9.5,11.5,6.4,5.5,1.8,601.9200000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.0,630-E040625_P_B_4.A
5600,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5601,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5602,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5603,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5604,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5605,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5606,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5607,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5608,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5609,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5610,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5611,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5612,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5613,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5614,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5615,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5616,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5617,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5618,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5619,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5661,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5662,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5663,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5664,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5665,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5666,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5667,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5668,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5669,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5670,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5671,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5672,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5673,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5674,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5675,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5676,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5677,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5678,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5679,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5680,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5681,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5682,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5683,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5684,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5685,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5686,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5687,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5688,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5689,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5690,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5691,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5692,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5693,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5694,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5695,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5696,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5697,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5698,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5699,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5700,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5701,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5702,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5703,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5704,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5739,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5740,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5741,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5742,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5743,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5744,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5745,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5746,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5747,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5748,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5749,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5750,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
