hole_number,diameter_mm,h_m,l_m,a_m,b_m,q_kg_m3,charge_weight_calc_kg,primer_weight_kg,explosive_weight_kg,total_charge_weight_kg,capacity_kg_m,charge_length_m,stemming_length_m,subdrilling_m,drill_passport
5751,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5752,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5753,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5754,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5755,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5756,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5757,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5758,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5759,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5760,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5761,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5762,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5763,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5764,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5765,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5766,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5767,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5768,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5769,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5770,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5771,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5772,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5773,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5774,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5775,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5776,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5777,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5778,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5779,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5780,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5781,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5782,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5783,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5784,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5785,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5786,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5787,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5788,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5789,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5790,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5805,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5806,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5807,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5808,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5809,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5810,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5811,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5812,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5813,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5814,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5815,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5816,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5817,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5818,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5819,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5820,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5821,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5822,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5823,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5824,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5865,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5866,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5867,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5868,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5869,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5870,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5871,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5872,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5873,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5874,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5875,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5876,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5877,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5878,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5879,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5880,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5881,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5882,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5883,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5884,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5885,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5886,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5887,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5888,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5889,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5890,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5891,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5892,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5893,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5894,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5895,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5896,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5897,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5898,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5899,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5900,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5901,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5902,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5903,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5904,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5905,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5906,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5907,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5908,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5909,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5910,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5943,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5944,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5945,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5946,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5947,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5948,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5949,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5950,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5951,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5952,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5953,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5954,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5955,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5956,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5957,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5958,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5959,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5960,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5961,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5962,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5963,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5964,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5965,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5966,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5967,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5968,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5969,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5970,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5971,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5972,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5973,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5974,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
5975,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5976,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5977,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5978,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5979,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5980,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5981,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5982,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5983,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5984,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5985,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5986,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5987,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5988,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5989,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5990,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5991,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5992,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5993,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5994,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
5995,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5996,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
5997,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6021,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6022,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6023,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6024,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6025,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6026,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6027,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6028,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6029,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6030,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6031,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6032,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
