Id_Drill_Trans,Drill_Start_Timestamp,End_Timestamp,X,Y,Z,Depth,Pit_Name,Drill_Passport,Hole_Code,Cycle_Shift_Date,Short_Name,Litology_Code,SEGMENT_DEPTH,WEIGHT_ON_BIT,ROTATION_PER_MINUTE,TORQUE,RATE_OF_PENETRATION
1667127,2025-08-01 07:34:00,2025-08-01 08:00:00,101221.47,60791.35,620.09,17.52,К-р Восточный,605-E230725_P_B_9.B,5017,2025-08-01,PV №52,mica-quartz_carbonate_massive_rocks,-19.19,-36.28,2,0.32,954.0
1611846,2025-06-08 02:59:00,2025-06-08 03:17:00,101771.4,60115.36,639.11,11.24,К-р Восточный,630-E040625_P_B_4.A,5957,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-2.21,-14.55,9,0.99,66.0
1612678,2025-06-08 20:13:00,2025-06-08 20:31:00,101857.07,60103.89,639.47,11.62,К-р Восточный,630-E040625_P_B_4.A,5704,2025-06-09,PV №52,carbonized_quartz-mica_hornfels_shists,-2.15,-12.23,0,0.14,168.0
1612728,2025-06-09 00:16:00,2025-06-09 00:32:00,101775.82,60097.89,639.28,11.36,К-р Восточный,630-E040625_P_B_4.A,5692,2025-06-09,PV №52,carbonized_quartz-mica_hornfels_shists,-2.03,-15.44,0,0.0,126.6
1611688,2025-06-07 23:58:00,2025-06-08 00:18:00,101828.14,60125.68,639.36,11.74,К-р Восточный,630-E040625_P_B_4.A,5784,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-2.02,-13.53,0,0.63,215.4
1610826,2025-06-07 02:19:00,2025-06-07 02:35:00,101716.88,60110.85,639.53,11.58,К-р Восточный,630-E040625_P_B_4.A,5965,2025-06-07,PV №52,carbonized_quartz-mica_hornfels_shists,-1.99,-14.09,15,1.52,132.0
1611649,2025-06-07 23:18:00,2025-06-07 23:36:00,101841.81,60126.79,639.26,11.78,К-р Восточный,630-E040625_P_B_4.A,5786,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.95,-16.51,6,1.53,96.0
1611719,2025-06-08 00:20:00,2025-06-08 00:37:00,101821.33,60125.18,639.29,11.6,К-р Восточный,630-E040625_P_B_4.A,5783,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.95,-9.41,0,0.97,222.0
1579121,2025-05-06 19:36:00,2025-05-06 19:49:00,101276.2,60636.97,639.76,12.21,К-р Восточный,630-E030525_P_B_1.B,6056,2025-05-07,PV №52,quartz-mica foliated schists,-1.87,-4.48,5,0.67,371.4
1581519,2025-05-09 05:12:00,2025-05-09 05:27:00,101299.73,60504.23,640.33,12.71,К-р Восточный,630-E030525_P_B_1.B,5875,2025-05-09,PV №52,quartz-mica foliated schists,-1.86,-9.15,17,1.03,180.0
1580426,2025-05-08 05:59:00,2025-05-08 06:11:00,101295.19,60565.54,640.4,12.61,К-р Восточный,630-E030525_P_B_1.B,5942,2025-05-08,PV №52,quartz-mica foliated schists,-1.83,5.57,9,1.12,720.6
1611870,2025-06-08 03:28:00,2025-06-08 03:45:00,101865.77,60123.21,639.31,11.48,К-р Восточный,630-E040625_P_B_4.A,5943,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.82,-13.35,8,0.85,204.0
1609736,2025-06-05 21:03:00,2025-06-05 21:22:00,101715.97,60122.64,639.63,12.14,К-р Восточный,630-E040625_P_B_4.A,6055,2025-06-06,PV №52,fault_zone,-1.82,-0.95,0,0.71,126.0
1666227,2025-07-31 10:56:00,2025-07-31 11:21:00,101198.21,60785.39,620.07,17.55,К-р Восточный,605-E230725_P_B_9.B,5007,2025-07-31,PV №52,mica-quartz_carbonate_massive_rocks,-1.81,9.61,59,4.52,120.0
1666172,2025-07-31 09:42:00,2025-07-31 10:00:00,101196.48,60812.38,620.0,17.71,К-р Восточный,605-E230725_P_B_9.B,4992,2025-07-31,PV №52,mica-quartz_carbonate_massive_rocks,-1.81,-0.71,32,2.06,185.4
1611622,2025-06-07 21:13:00,2025-06-07 21:29:00,101783.81,60127.88,638.82,11.23,К-р Восточный,630-E040625_P_B_4.A,6065,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.8,-7.88,0,0.65,288.0
1609826,2025-06-06 01:52:00,2025-06-06 02:08:00,101699.42,60114.81,639.51,12.46,К-р Восточный,630-E040625_P_B_4.A,5765,2025-06-06,PV №52,carbonized_quartz-mica_hornfels_shists,-1.77,-16.29,0,0.6,72.0
1609858,2025-06-06 02:10:00,2025-06-06 02:26:00,101706.2,60115.6,639.62,12.31,К-р Восточный,630-E040625_P_B_4.A,5766,2025-06-06,PV №52,carbonized_quartz-mica_hornfels_shists,-1.76,-16.37,10,0.44,114.0
1611648,2025-06-07 21:59:00,2025-06-07 22:15:00,101868.72,60128.47,639.2,11.16,К-р Восточный,630-E040625_P_B_4.A,5790,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.76,-13.16,19,0.92,132.0
1611670,2025-06-07 19:33:00,2025-06-07 19:52:00,101810.62,60130.23,639.41,11.97,К-р Восточный,630-E040625_P_B_4.A,6069,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.75,-5.07,23,1.86,216.0
1612711,2025-06-08 19:43:00,2025-06-08 20:01:00,101771.72,60103.85,639.37,11.36,К-р Восточный,630-E040625_P_B_4.A,5897,2025-06-09,PV №52,carbonized_quartz-mica_hornfels_shists,-1.73,-10.31,0,0.29,173.4
1609819,2025-06-06 01:32:00,2025-06-06 01:49:00,101692.63,60115.3,639.36,12.25,К-р Восточный,630-E040625_P_B_4.A,5764,2025-06-06,PV №52,carbonized_quartz-mica_hornfels_shists,-1.71,-14.66,12,0.58,90.0
1580227,2025-05-08 01:57:00,2025-05-08 02:11:00,101250.03,60576.84,640.58,12.07,К-р Восточный,630-E030525_P_B_1.B,6087,2025-05-08,PV №52,quartz-mica foliated schists,-1.71,-2.17,13,1.09,168.0
1581549,2025-05-09 05:46:00,2025-05-09 05:58:00,101317.22,60505.61,640.34,13.01,К-р Восточный,630-E030525_P_B_1.B,5991,2025-05-09,PV №52,mica-quartz_carbonate_massive_rocks,-1.68,-15.51,0,0.58,168.0
1612666,2025-06-08 21:46:00,2025-06-08 22:04:00,101823.21,60101.57,639.42,11.58,К-р Восточный,630-E040625_P_B_4.A,5699,2025-06-09,PV №52,carbonized_quartz-mica_hornfels_shists,-1.67,-11.77,0,0.09,204.0
1581174,2025-05-08 21:28:00,2025-05-08 21:44:00,101302.23,60527.41,640.05,12.13,К-р Восточный,630-E030525_P_B_1.B,5926,2025-05-09,PV №52,quartz-mica foliated schists,-1.65,0.94,14,1.17,486.0
1580316,2025-05-08 03:33:00,2025-05-08 03:46:00,101285.3,60579.36,640.33,12.59,К-р Восточный,630-E030525_P_B_1.B,6091,2025-05-08,PV №52,quartz-mica foliated schists,-1.65,4.39,22,1.46,460.8
1581127,2025-05-08 19:36:00,2025-05-08 19:50:00,101279.64,60533.24,640.29,12.73,К-р Восточный,630-E030525_P_B_1.B,5891,2025-05-09,PV №52,quartz-mica foliated schists,-1.64,-17.64,0,0.02,144.6
1581377,2025-05-09 02:50:00,2025-05-09 03:00:00,101325.77,60506.14,639.77,12.54,К-р Восточный,630-E030525_P_B_1.B,5992,2025-05-09,PV №52,mica-quartz_carbonate_massive_rocks,-1.64,3.98,32,2.23,462.0
1581727,2025-05-09 10:15:00,2025-05-09 10:26:00,101327.18,60491.38,640.1,12.51,К-р Восточный,630-E030525_P_B_1.B,6000,2025-05-09,PV №52,mica-quartz_carbonate_massive_rocks,-1.64,13.71,48,2.09,60.0
1580410,2025-05-08 05:27:00,2025-05-08 05:42:00,101312.51,60566.84,639.78,12.6,К-р Восточный,630-E030525_P_B_1.B,5981,2025-05-08,PV №52,quartz-mica foliated schists,-1.63,-4.87,12,1.36,84.0
1579812,2025-05-07 17:19:00,2025-05-07 17:33:00,101237.85,60621.34,640.57,12.15,К-р Восточный,630-E030525_P_B_1.B,6120,2025-05-07,PV №52,quartz-mica foliated schists,-1.63,1.57,55,4.8,306.0
1580521,2025-05-08 08:42:00,2025-05-08 08:54:00,101231.7,60591.11,640.32,12.51,К-р Восточный,630-E030525_P_B_1.B,6103,2025-05-08,PV №52,quartz-mica foliated schists,-1.62,3.44,92,3.77,108.0
1580245,2025-05-08 02:13:00,2025-05-08 02:26:00,101254.86,60569.48,640.52,12.62,К-р Восточный,630-E030525_P_B_1.B,6011,2025-05-08,PV №52,quartz-mica foliated schists,-1.61,3.74,21,1.77,251.4
1580964,2025-05-08 18:15:00,2025-05-08 18:26:00,101266.79,60540.21,640.28,12.0,К-р Восточный,630-E030525_P_B_1.B,5931,2025-05-08,PV №52,quartz-mica foliated schists,-1.6,14.31,80,4.21,203.4
1580686,2025-05-08 11:51:00,2025-05-08 12:03:00,101308.57,60558.5,639.92,12.53,К-р Восточный,630-E030525_P_B_1.B,5954,2025-05-08,PV №52,quartz-mica foliated schists,-1.6,-7.69,52,2.81,324.0
1668665,2025-08-02 20:55:00,2025-08-02 21:15:00,101288.75,60687.28,621.52,19.53,К-р Восточный,605-E230725_P_B_9.B,8160,2025-08-03,PV №52,quartz-mica foliated schists,-1.58,-3.28,17,1.11,168.0
1668425,2025-08-02 16:43:00,2025-08-02 17:04:00,101261.97,60705.5,620.54,18.0,К-р Восточный,605-E230725_P_B_9.B,5031,2025-08-02,PV №52,mica-quartz_carbonate_massive_rocks,-1.57,12.69,78,4.09,366.6
1579446,2025-05-07 06:10:00,2025-05-07 06:24:00,101265.6,60608.65,640.1,12.18,К-р Восточный,630-E030525_P_B_1.B,6111,2025-05-07,PV №52,quartz-mica foliated schists,-1.56,-5.57,16,1.5,60.0
1579628,2025-05-07 12:31:00,2025-05-07 12:44:00,101283.36,60594.29,639.96,12.09,К-р Восточный,630-E030525_P_B_1.B,6097,2025-05-07,PV №52,quartz-mica foliated schists,-1.53,-10.46,24,1.32,420.6
1580672,2025-05-08 11:37:00,2025-05-08 11:49:00,101317.87,60559.19,639.52,12.5,К-р Восточный,630-E030525_P_B_1.B,5953,2025-05-08,PV №52,quartz-mica foliated schists,-1.53,19.63,73,3.85,220.8
1612263,2025-06-08 12:24:00,2025-06-08 12:45:00,101795.18,60111.38,639.04,12.05,К-р Восточный,630-E040625_P_B_4.A,5749,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.53,-13.98,17,0.82,210.0
1581600,2025-05-09 07:35:00,2025-05-09 07:49:00,101287.08,60495.93,640.61,12.57,К-р Восточный,630-E030525_P_B_1.B,5911,2025-05-09,PV №52,quartz-mica foliated schists,-1.51,5.33,76,4.39,204.0
1609890,2025-06-06 03:06:00,2025-06-06 03:23:00,101726.39,60117.55,639.35,11.65,К-р Восточный,630-E040625_P_B_4.A,5769,2025-06-06,PV №52,carbonized_quartz-mica_hornfels_shists,-1.51,-7.71,27,1.59,228.0
1666474,2025-07-31 17:42:00,2025-07-31 18:10:00,101211.23,60755.47,620.13,17.52,К-р Восточный,605-E230725_P_B_9.B,5067,2025-07-31,PV №52,mica-quartz_carbonate_massive_rocks,-1.51,18.73,78,3.76,354.0
1580758,2025-05-08 13:43:00,2025-05-08 13:58:00,101332.78,60537.58,639.31,12.51,К-р Восточный,630-E030525_P_B_1.B,5986,2025-05-08,PV №52,quartz-mica foliated schists,-1.51,18.64,76,3.6,287.4
1580368,2025-05-08 04:37:00,2025-05-08 04:51:00,101264.01,60570.39,640.46,12.57,К-р Восточный,630-E030525_P_B_1.B,6012,2025-05-08,PV №52,quartz-mica foliated schists,-1.5,-4.38,0,0.56,360.0
1611380,2025-06-07 16:36:00,2025-06-07 16:54:00,101858.28,60134.2,638.8,12.04,К-р Восточный,630-E040625_P_B_4.A,6076,2025-06-07,PV №52,carbonized_quartz-mica_hornfels_shists,-1.5,-3.22,16,0.89,684.0
1667842,2025-08-02 01:44:00,2025-08-02 02:12:00,101238.33,60784.5,620.16,17.51,К-р Восточный,605-E230725_P_B_9.B,5019,2025-08-02,PV №52,mica-quartz_carbonate_massive_rocks,-1.49,-20.97,81,0.47,72.0
1580772,2025-05-08 14:17:00,2025-05-08 14:29:00,101318.89,60544.02,639.66,12.51,К-р Восточный,630-E030525_P_B_1.B,5956,2025-05-08,PV №52,quartz-mica foliated schists,-1.49,11.96,67,4.25,635.4
1579852,2025-05-07 18:10:00,2025-05-07 18:23:00,101253.17,60599.96,640.17,12.02,К-р Восточный,630-E030525_P_B_1.B,6031,2025-05-07,PV №52,quartz-mica foliated schists,-1.49,-4.3,67,7.9,54.0
1609194,2025-06-05 10:39:00,2025-06-05 10:56:00,101748.66,60137.22,638.69,11.7,К-р Восточный,630-E040625_P_B_4.A,6040,2025-06-05,PV №52,fault_zone,-1.47,9.21,17,1.71,102.0
1666937,2025-08-01 03:11:00,2025-08-01 03:39:00,101221.55,60743.61,620.17,17.55,К-р Восточный,605-E230725_P_B_9.B,5091,2025-08-01,PV №52,mica-quartz_carbonate_massive_rocks,-1.47,-10.47,0,0.36,96.0
1611960,2025-06-08 04:43:00,2025-06-08 04:59:00,101838.55,60120.79,639.38,11.63,К-р Восточный,630-E040625_P_B_4.A,5947,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.47,-13.34,11,1.15,138.0
1668437,2025-08-02 17:07:00,2025-08-02 17:27:00,101277.84,60709.12,621.34,19.0,К-р Восточный,605-E230725_P_B_9.B,8184,2025-08-02,PV №52,mica-quartz_carbonate_massive_rocks,-1.47,12.79,80,3.73,384.0
1609173,2025-06-05 10:04:00,2025-06-05 10:20:00,101735.1,60136.16,639.0,11.59,К-р Восточный,630-E040625_P_B_4.A,6042,2025-06-05,PV №52,carbonized_quartz-mica_hornfels_shists,-1.46,12.2,29,2.49,168.0
1672834,2025-08-06 22:00:00,2025-08-06 22:18:00,101210.6,60840.92,620.27,17.51,К-р Восточный,605-E230725_P_B_9.B,4996,2025-08-07,PV №52,mica-quartz_carbonate_massive_rocks,-1.46,10.19,55,3.47,707.4
1666489,2025-07-31 18:11:00,2025-07-31 18:48:00,101213.25,60746.54,620.13,17.5,К-р Восточный,605-E230725_P_B_9.B,5066,2025-07-31,PV №52,mica-quartz_carbonate_massive_rocks,-1.46,16.22,90,4.74,318.0
1611829,2025-06-08 02:41:00,2025-06-08 02:56:00,101774.13,60121.17,639.06,11.33,К-р Восточный,630-E040625_P_B_4.A,5776,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.45,-9.16,5,0.63,604.8
1612327,2025-06-08 14:16:00,2025-06-08 14:36:00,101768.21,60109.18,638.77,11.48,К-р Восточный,630-E040625_P_B_4.A,5753,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.44,-8.45,15,0.59,598.8
1668795,2025-08-03 01:55:00,2025-08-03 02:14:00,101274.54,60685.55,620.98,18.62,К-р Восточный,605-E230725_P_B_9.B,8175,2025-08-03,PV №52,quartz-mica foliated schists,-1.44,-16.2,29,0.92,168.0
1581466,2025-05-09 04:12:00,2025-05-09 04:27:00,101312.18,60512.81,640.0,12.66,К-р Восточный,630-E030525_P_B_1.B,5962,2025-05-09,PV №52,quartz-mica foliated schists,-1.44,-2.18,13,1.3,114.0
1613730,2025-06-10 01:06:00,2025-06-10 01:27:00,101837.47,60091.24,639.81,12.52,К-р Восточный,630-E040625_P_B_4.A,5663,2025-06-10,PV №52,carbonized_quartz-mica_hornfels_shists,-1.43,10.09,0,0.0,366.0
1611060,2025-06-07 07:35:00,2025-06-07 07:54:00,101747.96,60108.14,638.82,11.79,К-р Восточный,630-E040625_P_B_4.A,5756,2025-06-07,PV №52,carbonized_quartz-mica_hornfels_shists,-1.39,4.89,14,1.19,318.6
1667883,2025-08-02 02:42:00,2025-08-02 03:14:00,101247.41,60775.33,619.96,17.63,К-р Восточный,605-E230725_P_B_9.B,5023,2025-08-02,PV №52,mica-quartz_carbonate_massive_rocks,-1.39,-12.63,0,0.95,150.6
1581799,2025-05-09 11:34:00,2025-05-09 11:48:00,101368.99,60488.16,639.68,12.05,К-р Восточный,630-E030525_P_B_1.B,5979,2025-05-09,PV №52,carbonaceous quartz-mica calcium metasomatites,-1.39,10.29,59,3.54,504.6
1579611,2025-05-07 12:02:00,2025-05-07 12:15:00,101298.59,60594.74,639.8,12.21,К-р Восточный,630-E030525_P_B_1.B,6095,2025-05-07,PV №52,quartz-mica foliated schists,-1.39,-16.46,10,1.19,439.2
1580434,2025-05-08 06:13:00,2025-05-08 06:35:00,101290.01,60572.32,640.42,12.63,К-р Восточный,630-E030525_P_B_1.B,6015,2025-05-08,PV №52,quartz-mica foliated schists,-1.39,-3.89,11,0.68,233.4
1666303,2025-07-31 13:02:00,2025-07-31 13:26:00,101204.62,60749.38,620.07,17.5,К-р Восточный,605-E230725_P_B_9.B,5097,2025-07-31,PV №52,mica-quartz_carbonate_massive_rocks,-1.38,0.84,73,4.77,558.0
1667172,2025-08-01 08:31:00,2025-08-01 09:03:00,101223.06,60775.03,620.17,17.83,К-р Восточный,605-E230725_P_B_9.B,5048,2025-08-01,PV №52,mica-quartz_carbonate_massive_rocks,-1.38,13.77,82,4.99,494.4
1581311,2025-05-09 01:49:00,2025-05-09 02:03:00,101315.89,60520.76,640.0,12.77,К-р Восточный,630-E030525_P_B_1.B,5990,2025-05-09,PV №52,quartz-mica foliated schists,-1.35,2.43,43,3.47,546.0
1578828,2025-05-06 15:35:00,2025-05-06 15:47:00,101238.52,60675.36,640.17,12.79,К-р Восточный,630-E030525_P_B_1.B,6078,2025-05-06,PV №52,quartz-mica foliated schists,-1.34,-6.63,27,1.57,468.0
1581137,2025-05-08 20:25:00,2025-05-08 20:38:00,101267.47,60524.73,640.21,12.67,К-р Восточный,630-E030525_P_B_1.B,5922,2025-05-09,PV №52,quartz-mica foliated schists,-1.34,-0.1,18,1.96,162.6
1666452,2025-07-31 17:09:00,2025-07-31 17:41:00,101209.34,60764.47,620.12,17.5,К-р Восточный,605-E230725_P_B_9.B,5068,2025-07-31,PV №52,mica-quartz_carbonate_massive_rocks,-1.33,20.3,75,4.56,450.0
1579868,2025-05-07 19:30:00,2025-05-07 19:51:00,101212.09,60634.8,640.36,12.61,К-р Восточный,630-E030525_P_B_1.B,6124,2025-05-07,PV №52,quartz-mica foliated schists,-1.32,-2.41,18,1.11,179.4
1579444,2025-05-07 05:54:00,2025-05-07 06:08:00,101260.52,60615.82,639.9,12.13,К-р Восточный,630-E030525_P_B_1.B,6041,2025-05-07,PV №52,quartz-mica foliated schists,-1.32,-2.77,12,1.34,143.4
1581412,2025-05-09 03:19:00,2025-05-09 03:34:00,101285.92,60511.18,640.25,12.54,К-р Восточный,630-E030525_P_B_1.B,5916,2025-05-09,PV №52,quartz-mica foliated schists,-1.32,-14.11,4,0.26,264.0
1667479,2025-08-01 16:33:00,2025-08-01 16:59:00,101234.99,60755.61,620.01,17.54,К-р Восточный,605-E230725_P_B_9.B,5073,2025-08-01,PV №52,mica-quartz_carbonate_massive_rocks,-1.31,-7.05,3,0.2,750.0
1580837,2025-05-08 15:43:00,2025-05-08 15:56:00,101301.37,60542.85,640.09,12.51,К-р Восточный,630-E030525_P_B_1.B,5927,2025-05-08,PV №52,quartz-mica foliated schists,-1.3,1.81,54,3.67,522.0
1579126,2025-05-06 22:55:00,2025-05-06 23:07:00,101282.91,60609.81,639.82,12.15,К-р Восточный,630-E030525_P_B_1.B,6113,2025-05-07,PV №52,quartz-mica foliated schists,-1.3,-1.87,0,0.65,138.0
1672560,2025-08-06 16:47:00,2025-08-06 17:11:00,101236.62,60810.85,620.48,18.47,К-р Восточный,605-E230725_P_B_9.B,4987,2025-08-06,PV №52,mica-quartz_carbonate_massive_rocks,-1.29,-12.2,0,1.09,102.0
1612485,2025-06-08 17:54:00,2025-06-08 18:13:00,101798.65,60105.89,638.98,12.08,К-р Восточный,630-E040625_P_B_4.A,5901,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.28,-0.78,7,0.32,162.0
1667411,2025-08-01 14:50:00,2025-08-01 15:18:00,101230.35,60780.35,620.11,17.03,К-р Восточный,605-E230725_P_B_9.B,5047,2025-08-01,PV №52,mica-quartz_carbonate_massive_rocks,-1.28,-6.96,41,1.65,678.0
1581156,2025-05-08 23:08:00,2025-05-08 23:20:00,101339.01,60514.98,639.53,12.5,К-р Восточный,630-E030525_P_B_1.B,5965,2025-05-09,PV №52,mica-quartz_carbonate_massive_rocks,-1.28,4.51,19,1.91,222.0
1579399,2025-05-07 04:53:00,2025-05-07 05:05:00,101240.5,60644.71,640.22,12.22,К-р Восточный,630-E030525_P_B_1.B,6060,2025-05-07,PV №52,quartz-mica foliated schists,-1.27,-2.08,44,2.71,348.0
1672857,2025-08-06 23:47:00,2025-08-07 00:05:00,101227.85,60814.82,619.99,18.36,К-р Восточный,605-E230725_P_B_9.B,5002,2025-08-07,PV №52,mica-quartz_carbonate_massive_rocks,-1.27,10.93,45,4.33,72.6
1579539,2025-05-07 09:40:00,2025-05-07 09:53:00,101251.97,60615.19,639.93,12.05,К-р Восточный,630-E030525_P_B_1.B,6042,2025-05-07,PV №52,quartz-mica foliated schists,-1.27,15.36,0,0.88,372.6
1670655,2025-08-04 22:03:00,2025-08-04 22:21:00,101299.83,60652.65,623.51,19.53,К-р Восточный,605-E230725_P_B_9.B,8193,2025-08-05,PV №52,quartz-mica foliated schists,-1.25,-17.12,8,0.35,336.0
1582404,2025-05-10 01:17:00,2025-05-10 01:35:00,101263.9,60517.19,640.17,13.62,К-р Восточный,630-E030525_P_B_1.B,5882,2025-05-10,PV №52,quartz-mica foliated schists,-1.24,-5.92,4,0.35,240.0
1672630,2025-08-06 19:10:00,2025-08-06 19:25:00,101227.38,60824.16,620.05,18.07,К-р Восточный,605-E230725_P_B_9.B,5001,2025-08-06,PV №52,mica-quartz_carbonate_massive_rocks,-1.21,-5.9,69,2.83,336.0
1579130,2025-05-06 23:28:00,2025-05-06 23:42:00,101253.25,60653.44,639.85,12.14,К-р Восточный,630-E030525_P_B_1.B,6136,2025-05-07,PV №52,quartz-mica foliated schists,-1.21,0.34,0,0.79,258.0
1612179,2025-06-08 10:17:00,2025-06-08 10:36:00,101835.84,60114.56,639.08,12.05,К-р Восточный,630-E040625_P_B_4.A,5743,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,-1.21,13.4,13,1.71,174.0
1668131,2025-08-02 09:14:00,2025-08-02 09:35:00,101263.56,60738.03,620.44,18.26,К-р Восточный,605-E230725_P_B_9.B,8169,2025-08-02,PV №52,mica-quartz_carbonate_massive_rocks,-1.21,-6.98,17,0.91,670.8
1580580,2025-05-08 09:45:00,2025-05-08 09:57:00,101251.46,60561.67,640.61,12.53,К-р Восточный,630-E030525_P_B_1.B,5937,2025-05-08,PV №52,quartz-mica foliated schists,-1.19,23.39,96,5.67,486.0
1579850,2025-05-07 18:25:00,2025-05-07 18:37:00,101257.69,60592.64,640.11,12.55,К-р Восточный,630-E030525_P_B_1.B,6100,2025-05-07,PV №52,quartz-mica foliated schists,-1.18,10.94,79,3.35,648.6
1580459,2025-05-08 07:13:00,2025-05-08 07:31:00,101286.34,60564.41,640.17,12.75,К-р Восточный,630-E030525_P_B_1.B,5941,2025-05-08,PV №52,quartz-mica foliated schists,-1.18,12.03,51,2.78,168.0
1609444,2025-06-05 16:07:00,2025-06-05 16:20:00,101732.41,60129.9,638.99,11.65,К-р Восточный,630-E040625_P_B_4.A,5976,2025-06-05,PV №52,fault_zone,-1.17,11.0,24,2.06,78.0
1579107,2025-05-06 23:13:00,2025-05-06 23:26:00,101248.17,60660.87,640.01,12.18,К-р Восточный,630-E030525_P_B_1.B,6070,2025-05-07,PV №52,quartz-mica foliated schists,-1.17,6.99,13,1.2,647.4
1609072,2025-06-05 07:52:00,2025-06-05 08:06:00,101681.16,60132.33,639.32,12.56,К-р Восточный,630-E040625_P_B_4.A,6050,2025-06-05,PV №52,carbonized_quartz-mica_hornfels_shists,-1.16,3.76,0,0.75,216.0
1668058,2025-08-02 07:08:00,2025-08-02 07:31:00,101268.27,60753.27,621.06,18.52,К-р Восточный,605-E230725_P_B_9.B,8179,2025-08-02,PV №52,mica-quartz_carbonate_massive_rocks,-1.14,3.75,58,3.52,306.0
1580320,2025-05-08 03:49:00,2025-05-08 04:02:00,101276.38,60578.7,640.41,12.16,К-р Восточный,630-E030525_P_B_1.B,6090,2025-05-08,PV №52,quartz-mica foliated schists,-1.1,6.99,24,1.05,576.0
1668242,2025-08-02 12:22:00,2025-08-02 12:49:00,101252.75,60750.34,619.83,17.56,К-р Восточный,605-E230725_P_B_9.B,5026,2025-08-02,PV №52,mica-quartz_carbonate_massive_rocks,-1.1,9.87,103,4.0,606.0
1609338,2025-06-05 14:05:00,2025-06-05 14:20:00,101684.99,60126.61,639.28,12.62,К-р Восточный,630-E040625_P_B_4.A,5969,2025-06-05,PV №52,carbonized_quartz-mica_hornfels_shists,-1.02,13.34,10,1.47,959.4
1614745,2025-06-10 19:44:00,2025-06-10 20:04:00,101762.94,60084.87,639.34,12.03,К-р Восточный,630-E040625_P_B_4.A,5674,2025-06-11,PV №52,carbonized_quartz-mica_hornfels_shists,-0.9,-6.38,4,0.45,186.0
1668662,2025-08-02 22:06:00,2025-08-02 22:29:00,101285.8,60673.51,621.42,18.58,К-р Восточный,605-E230725_P_B_9.B,8188,2025-08-03,PV №52,quartz-mica foliated schists,0.01,58.28,64,4.78,24.0
1608626,2025-06-04 23:11:00,2025-06-04 23:27:00,101711.92,60138.96,639.44,12.62,К-р Восточный,630-E040625_P_B_4.A,6140,2025-06-05,PV №52,carbonized_quartz-mica_hornfels_shists,0.01,97.57,48,6.11,66.0
1612410,2025-06-08 16:27:00,2025-06-08 16:45:00,101826.06,60108.2,639.34,12.11,К-р Восточный,630-E040625_P_B_4.A,5905,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,0.01,7.19,67,3.3,12.0
1609890,2025-06-06 03:06:00,2025-06-06 03:23:00,101726.39,60117.55,639.35,11.65,К-р Восточный,630-E040625_P_B_4.A,5769,2025-06-06,PV №52,carbonized_quartz-mica_hornfels_shists,0.01,38.46,51,3.59,198.0
1613629,2025-06-09 19:41:00,2025-06-09 20:02:00,101786.6,60092.87,638.87,12.01,К-р Восточный,630-E040625_P_B_4.A,5875,2025-06-10,PV №52,carbonized_quartz-mica_hornfels_shists,0.01,65.83,114,8.72,96.0
1609909,2025-06-06 03:25:00,2025-06-06 03:45:00,101733.25,60118.09,639.33,11.69,К-р Восточный,630-E040625_P_B_4.A,5770,2025-06-06,PV №52,carbonized_quartz-mica_hornfels_shists,0.01,34.29,62,4.24,48.0
1580952,2025-05-08 17:59:00,2025-05-08 18:12:00,101261.27,60547.81,640.38,12.5,К-р Восточный,630-E030525_P_B_1.B,5899,2025-05-08,PV №52,quartz-mica foliated schists,0.01,161.63,113,9.21,48.0
1611665,2025-06-07 20:17:00,2025-06-07 20:50:00,101797.12,60129.31,639.9,12.01,К-р Восточный,630-E040625_P_B_4.A,6067,2025-06-08,PV №52,carbonized_quartz-mica_hornfels_shists,0.01,114.77,29,9.62,66.0
1609858,2025-06-06 02:10:00,2025-06-06 02:26:00,101706.2,60115.6,639.62,12.31,К-р Восточный,630-E040625_P_B_4.A,5766,2025-06-06,PV №52,carbonized_quartz-mica_hornfels_shists,0.01,38.66,25,4.31,24.0
1667411,2025-08-01 14:50:00,2025-08-01 15:18:00,101230.35,60780.35,620.11,17.03,К-р Восточный,605-E230725_P_B_9.B,5047,2025-08-01,PV №52,mica-quartz_carbonate_massive_rocks,0.01,57.47,26,3.71,6.0
