drill_passport,depth_m,litology_code
630-E040625_P_B_4.A,-1.87,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.84,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.83,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.82,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.81,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.8,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.79,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.77,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.76,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.75,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.74,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.73,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.72,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.71,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.7,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.69,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.67,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.66,fault_zone
630-E040625_P_B_4.A,-1.65,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.63,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.62,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.61,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.6,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.59,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.58,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.57,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.56,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.55,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.54,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.53,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.51,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.5,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.49,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.47,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.46,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.45,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.44,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.43,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.41,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.4,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.39,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.37,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.36,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.34,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.31,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.3,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.29,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.28,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.27,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.26,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.24,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.23,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.21,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.2,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.17,fault_zone
630-E040625_P_B_4.A,-1.16,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.1,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.07,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.06,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.02,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.01,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,-1.0,fault_zone
630-E040625_P_B_4.A,-0.9,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.01,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.02,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.03,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.04,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.05,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.06,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.07,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.08,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.09,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.1,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.11,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.12,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.13,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.14,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.15,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.16,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.17,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.18,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.19,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.2,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.21,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.22,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.23,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.24,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.25,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.26,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.27,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.28,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.29,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.3,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.31,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.32,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.33,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.34,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.35,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.36,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.37,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.38,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.39,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.4,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.41,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.42,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.43,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.44,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.45,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.46,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.47,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.48,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.49,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.5,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.51,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.52,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.53,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.54,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.55,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.56,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.57,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.58,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.59,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.6,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.61,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.62,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.63,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.64,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.65,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.66,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.67,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.68,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.69,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.7,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.71,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.72,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.73,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.74,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.75,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.76,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.77,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.78,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.79,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.8,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.81,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.82,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.83,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.84,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.85,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.86,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.87,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.88,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.89,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.9,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.91,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.92,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.93,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.94,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.95,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.96,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.97,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.98,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,0.99,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.0,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.01,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.02,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.03,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.04,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.05,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.06,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.08,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.09,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.18,carbonized_quartz-mica_hornfels_shists
630-E040625_P_B_4.A,1.21,carbonized_quartz-mica_hornfels_shists
