shift_date,shift_number,excavator,area,work_type,loading_point,unloading_point,cargo,truck_type,truck_id,cycle_distance_km,cycle_speed_kmh,volume_m3,weight_t,cycle_start,cycle_end,loading_sec,unloading_sec,trip_duration_sec,load_wait_sec
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,7.06,22.15,55.6,139.0,9:44:00,10:13:00,324.0,25.0,1009.0,217.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.96,22.69,58.4,146.0,9:57:00,10:25:00,335.0,48.0,1132.0,171.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,9.88,19.92,50.8,127.0,8:00:00,8:48:00,300.0,33.0,838.0,378.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.66,20.57,52.8,132.0,9:16:00,9:50:00,331.0,41.0,931.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,14.33,20.01,52.4,131.0,8:00:00,9:02:00,304.0,27.0,838.0,720.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,7.03,21.46,52.0,130.0,10:06:00,10:34:00,422.0,13.0,936.0,45.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.72,21.13,54.8,137.0,9:10:00,9:44:00,408.0,27.0,1099.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,10.78,19.34,52.8,132.0,8:00:00,8:57:00,315.0,35.0,951.0,364.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,7.22,22.34,51.2,128.0,10:13:00,10:42:00,408.0,27.0,1126.0,107.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+360 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,9.76,19.24,50.8,127.0,8:00:00,9:10:00,276.0,26.0,1084.0,766.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.98,22.68,54.8,137.0,9:50:00,10:19:00,299.0,23.0,961.0,249.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+360 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.4,21.9,51.2,128.0,8:48:00,9:16:00,250.0,27.0,852.0,289.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.59,22.49,56.0,140.0,8:57:00,9:22:00,301.0,26.0,951.0,79.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.62,21.32,54.0,135.0,9:02:00,9:29:00,329.0,21.0,1119.0,155.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,7.0,20.63,54.0,135.0,9:29:00,10:06:00,332.0,29.0,906.0,279.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,7.02,21.71,53.2,133.0,10:19:00,10:51:00,403.0,33.0,1141.0,351.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.85,21.83,56.4,141.0,9:22:00,9:57:00,350.0,30.0,954.0,38.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.98,21.38,55.6,139.0,10:25:00,11:00:00,298.0,38.0,1067.0,543.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.97,21.38,52.4,131.0,10:34:00,11:08:00,330.0,32.0,892.0,470.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.76,21.55,48.0,120.0,10:51:00,11:21:00,288.0,16.0,941.0,370.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,7.13,22.63,50.8,127.0,10:42:00,11:15:00,352.0,28.0,987.0,472.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.78,22.93,53.6,134.0,11:00:00,11:29:00,348.0,43.0,1189.0,299.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.79,23.15,51.6,129.0,11:08:00,11:36:00,322.0,23.0,1134.0,270.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.82,23.09,53.6,134.0,11:21:00,11:50:00,329.0,23.0,930.0,262.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.89,22.59,52.4,131.0,11:15:00,11:43:00,317.0,27.0,986.0,235.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.76,21.6,56.4,141.0,11:29:00,11:56:00,299.0,27.0,1052.0,134.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.97,22.03,53.2,133.0,11:43:00,12:09:00,309.0,24.0,997.0,15.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.77,22.42,54.8,137.0,11:36:00,12:03:00,313.0,33.0,900.0,159.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.84,22.96,55.6,139.0,11:56:00,12:23:00,403.0,30.0,1035.0,81.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.88,23.49,52.4,131.0,11:50:00,12:14:00,322.0,29.0,968.0,70.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.87,22.47,52.8,132.0,12:03:00,12:31:00,344.0,31.0,895.0,211.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.95,22.28,53.2,133.0,12:09:00,12:37:00,352.0,29.0,1221.0,166.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.87,22.73,55.2,138.0,12:23:00,12:50:00,301.0,32.0,903.0,226.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.91,22.81,50.0,125.0,12:14:00,12:43:00,291.0,39.0,920.0,291.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.83,22.7,54.0,135.0,12:31:00,12:58:00,333.0,22.0,1091.0,165.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.82,22.4,53.2,133.0,12:37:00,13:07:00,337.0,24.0,989.0,269.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.79,22.82,52.0,130.0,12:50:00,13:21:00,339.0,36.0,902.0,382.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.88,22.95,52.4,131.0,12:43:00,13:14:00,369.0,38.0,945.0,328.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.75,21.46,54.0,135.0,12:58:00,13:46:00,327.0,32.0,937.0,1391.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.9,21.14,55.2,138.0,13:07:00,13:54:00,402.0,29.0,1099.0,1183.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.86,21.67,52.8,132.0,13:14:00,14:00:00,354.0,35.0,962.0,1244.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.66,22.08,56.0,140.0,13:21:00,14:07:00,332.0,66.0,944.0,1265.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3511 АК 2015,6.88,21.4,52.8,132.0,13:40:00,15:12:00,302.0,27.0,3732.0,1287.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.8,21.0,53.2,133.0,13:54:00,15:13:00,323.0,47.0,3224.0,93.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.68,21.21,54.0,135.0,13:46:00,15:22:00,289.0,32.0,897.0,46.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.63,20.52,53.6,134.0,14:07:00,15:27:00,286.0,23.0,856.0,325.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,10.25,21.79,56.0,140.0,14:00:00,15:35:00,309.0,45.0,1001.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.65,22.6,52.8,132.0,15:22:00,15:48:00,385.0,34.0,913.0,40.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.57,22.95,56.4,141.0,15:27:00,15:55:00,320.0,33.0,1123.0,235.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2970 АК 2015,6.2,20.22,52.0,130.0,13:29:00,15:11:00,330.0,32.0,4468.0,1185.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.75,21.91,54.0,135.0,15:13:00,15:41:00,347.0,26.0,1015.0,199.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.8,22.7,51.2,128.0,15:35:00,16:02:00,360.0,31.0,943.0,130.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.73,22.01,53.6,134.0,15:41:00,16:11:00,367.0,30.0,1022.0,233.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 55 (НБ),2803,8.02,19.07,22.8,57.0,13:39:00,15:14:00,95.0,8.0,3450.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.68,22.73,55.6,139.0,15:48:00,16:18:00,352.0,30.0,925.0,310.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.92,20.03,55.6,139.0,15:55:00,16:36:00,277.0,22.0,1049.0,932.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.91,21.75,49.6,124.0,16:02:00,16:40:00,233.0,38.0,816.0,793.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,3.34,18.78,53.6,134.0,15:12:00,15:12:00,283.0,34.0,4046.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.95,21.73,49.2,123.0,16:11:00,16:46:00,246.0,25.0,912.0,654.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.91,21.93,47.2,118.0,16:18:00,16:50:00,229.0,31.0,1303.0,400.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.88,22.87,50.8,127.0,16:36:00,17:00:00,268.0,30.0,820.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,6.41,20.94,53.6,134.0,13:35:00,15:12:00,332.0,34.0,4055.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,6.41,20.94,53.6,134.0,13:35:00,15:12:00,332.0,34.0,4055.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,6.41,20.94,53.6,134.0,13:35:00,15:12:00,332.0,34.0,4055.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.96,22.92,50.0,125.0,16:40:00,17:06:00,297.0,26.0,1030.0,86.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.96,22.83,46.8,117.0,16:46:00,17:14:00,335.0,25.0,976.0,228.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,3.34,18.78,53.6,134.0,15:12:00,15:12:00,283.0,34.0,4046.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.93,21.6,48.8,122.0,16:50:00,17:20:00,259.0,10.0,1188.0,331.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,3.34,18.78,53.6,134.0,15:12:00,15:12:00,283.0,34.0,4046.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.93,22.85,46.8,117.0,17:06:00,17:34:00,285.0,11.0,1251.0,288.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.89,22.46,51.6,129.0,17:00:00,17:27:00,275.0,34.0,1089.0,230.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.89,22.7,48.4,121.0,17:27:00,17:53:00,235.0,29.0,1001.0,198.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,6.95,21.78,53.2,133.0,17:14:00,17:42:00,317.0,30.0,1086.0,131.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,3.34,18.78,53.6,134.0,15:12:00,15:12:00,283.0,34.0,4046.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.92,21.77,53.2,133.0,17:20:00,17:49:00,328.0,26.0,863.0,214.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,7.58,22.0,46.8,117.0,17:42:00,18:08:00,276.0,30.0,963.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.9,23.57,48.8,122.0,17:34:00,17:59:00,258.0,32.0,1013.0,130.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,3.34,18.78,53.6,134.0,15:12:00,15:12:00,283.0,34.0,4046.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,3.34,18.78,53.6,134.0,15:12:00,15:12:00,283.0,34.0,4046.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.89,22.2,45.2,113.0,17:49:00,18:16:00,277.0,18.0,907.0,182.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.93,22.44,54.4,136.0,17:53:00,18:22:00,307.0,33.0,1162.0,284.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,3.34,18.78,53.6,134.0,15:12:00,15:12:00,283.0,34.0,4046.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,7.06,21.91,52.8,132.0,18:08:00,18:36:00,323.0,31.0,1031.0,170.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.9,22.37,50.4,126.0,17:59:00,18:29:00,341.0,39.0,1299.0,307.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3734 АК 2015,3.34,18.78,53.6,134.0,15:12:00,15:12:00,283.0,34.0,4046.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.92,21.27,50.0,125.0,18:22:00,18:49:00,310.0,21.0,937.0,77.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.93,22.2,46.8,117.0,18:16:00,18:43:00,274.0,24.0,801.0,45.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,7.01,21.79,52.0,130.0,18:36:00,19:06:00,302.0,26.0,1010.0,242.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.89,21.72,44.4,111.0,18:29:00,18:59:00,294.0,27.0,914.0,330.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.91,22.73,52.8,132.0,18:43:00,19:12:00,329.0,34.0,1214.0,274.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.93,23.61,50.4,126.0,18:59:00,19:26:00,286.0,27.0,893.0,214.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.94,20.82,55.6,139.0,18:49:00,19:21:00,362.0,18.0,1042.0,308.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,6.92,22.94,48.0,120.0,19:12:00,19:37:00,262.0,34.0,804.0,100.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,7.0,22.1,49.2,123.0,19:06:00,19:32:00,305.0,29.0,980.0,99.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.92,22.61,49.2,123.0,19:21:00,19:46:00,295.0,24.0,931.0,74.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.98,24.11,51.2,128.0,19:26:00,19:53:00,334.0,25.0,994.0,235.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2859 АК2015,7.0,22.93,52.0,130.0,19:37:00,20:07:00,330.0,27.0,1018.0,349.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3463 АК 2015,7.14,22.34,52.4,131.0,19:32:00,20:02:00,331.0,26.0,1020.0,225.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,4367 АК 2015,6.71,23.16,56.8,142.0,19:46:00,20:14:00,334.0,33.0,1107.0,0.0
2023-08-01,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,68 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2981 АК 2015,6.72,24.96,49.6,124.0,19:53:00,20:21:00,338.0,24.0,897.0,319.0
2023-08-02,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,69 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2980 АК 2015,7.9,22.08,51.2,128.0,9:53:00,10:38:00,261.0,39.0,1094.0,254.0
2023-08-02,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,69 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3729 АК 2015,7.68,23.05,49.2,123.0,9:08:00,9:34:00,267.0,33.0,1053.0,24.0
2023-08-02,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,69 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2980 АК 2015,7.68,22.91,54.4,136.0,9:01:00,9:27:00,332.0,26.0,866.0,0.0
2023-08-02,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,69 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,2980 АК 2015,7.53,22.55,54.0,135.0,11:06:00,11:42:00,361.0,34.0,1052.0,129.0
2023-08-02,1.0,Hitachi EX 1200 (№24) ТДС,Новоказанский-2,Авто,69 центр,А/о гор.+350 запад,"Порода, III НК2",Белаз 141,3339 АК 2015,9.13,20.56,54.8,137.0,8:00:00,8:48:00,294.0,28.0,1095.0,426.0
