Id_Drill_Trans,Drill_Start_Timestamp,End_Timestamp,X,Y,Z,Depth,Pit_Name,Drill_Passport,Hole_Code,Cycle_Shift_Date,Short_Name,SEGMENT_DEPTH,WEIGHT_ON_BIT,ROTATION_PER_MINUTE,TORQUE,RATE_OF_PENETRATION,drill_passport,depth_m,litology_code
1612353,2025-06-08 14:42:00,2025-06-08 15:01:00,101859.9,60110.53,638.86,12.05,К-р Восточный,630-E040625_P_B_4.A,5910,2025-06-08,PV №52,-1.28,-3.74,13,0.57,528.0,630-E040625_P_B_4.A,-1.28,carbonized_quartz-mica_hornfels_shists
1667411,2025-08-01 14:50:00,2025-08-01 15:18:00,101230.35,60780.35,620.11,17.03,К-р Восточный,605-E230725_P_B_9.B,5047,2025-08-01,PV №52,-1.28,-6.96,41,1.65,678.0,605-E230725_P_B_9.B,-1.28,mica-quartz_carbonate_massive_rocks
1668710,2025-08-02 21:43:00,2025-08-02 22:02:00,101293.33,60670.63,621.72,19.17,К-р Восточный,605-E230725_P_B_9.B,8191,2025-08-03,PV №52,-1.28,-1.0,15,1.3,318.0,605-E230725_P_B_9.B,-1.28,mica-quartz_carbonate_massive_rocks
1580934,2025-05-08 17:26:00,2025-05-08 17:38:00,101283.64,60541.44,640.19,12.03,К-р Восточный,630-E030525_P_B_1.B,5929,2025-05-08,PV №52,-1.28,28.57,105,6.62,606.0,630-E030525_P_B_1.B,-1.28,mica-quartz_carbonate_massive_rocks
1581156,2025-05-08 23:08:00,2025-05-08 23:20:00,101339.01,60514.98,639.53,12.5,К-р Восточный,630-E030525_P_B_1.B,5965,2025-05-09,PV №52,-1.28,4.51,19,1.91,222.0,630-E030525_P_B_1.B,-1.28,mica-quartz_carbonate_massive_rocks
1612485,2025-06-08 17:54:00,2025-06-08 18:13:00,101798.65,60105.89,638.98,12.08,К-р Восточный,630-E040625_P_B_4.A,5901,2025-06-08,PV №52,-1.28,-0.78,7,0.32,162.0,630-E040625_P_B_4.A,-1.28,carbonized_quartz-mica_hornfels_shists
1579702,2025-05-07 14:31:00,2025-05-07 14:47:00,101199.88,60664.84,640.38,12.56,К-р Восточный,630-E030525_P_B_1.B,6143,2025-05-07,PV №52,-1.27,8.1,36,4.28,398.4,630-E030525_P_B_1.B,-1.27,quartz-mica foliated schists
1666988,2025-08-01 04:07:00,2025-08-01 04:28:00,101225.49,60725.72,620.26,17.57,К-р Восточный,605-E230725_P_B_9.B,5089,2025-08-01,PV №52,-1.27,0.46,18,2.33,276.0,605-E230725_P_B_9.B,-1.27,mica-quartz_carbonate_massive_rocks
1579399,2025-05-07 04:53:00,2025-05-07 05:05:00,101240.5,60644.71,640.22,12.22,К-р Восточный,630-E030525_P_B_1.B,6060,2025-05-07,PV №52,-1.27,-2.08,44,2.71,348.0,630-E030525_P_B_1.B,-1.27,quartz-mica foliated schists
1579539,2025-05-07 09:40:00,2025-05-07 09:53:00,101251.97,60615.19,639.93,12.05,К-р Восточный,630-E030525_P_B_1.B,6042,2025-05-07,PV №52,-1.27,15.36,0,0.88,372.6,630-E030525_P_B_1.B,-1.27,quartz-mica foliated schists
1612190,2025-06-08 10:38:00,2025-06-08 10:59:00,101828.96,60113.97,639.12,12.16,К-р Восточный,630-E040625_P_B_4.A,5744,2025-06-08,PV №52,-1.27,-0.99,16,1.24,228.0,630-E040625_P_B_4.A,-1.27,carbonized_quartz-mica_hornfels_shists
1580247,2025-05-08 02:28:00,2025-05-08 02:42:00,101259.94,60562.47,640.52,12.59,К-р Восточный,630-E030525_P_B_1.B,5938,2025-05-08,PV №52,-1.27,5.9,24,0.99,591.6,630-E030525_P_B_1.B,-1.27,quartz-mica foliated schists
1672857,2025-08-06 23:47:00,2025-08-07 00:05:00,101227.85,60814.82,619.99,18.36,К-р Восточный,605-E230725_P_B_9.B,5002,2025-08-07,PV №52,-1.27,10.93,45,4.33,72.6,605-E230725_P_B_9.B,-1.27,mica-quartz_carbonate_massive_rocks
1668459,2025-08-02 17:29:00,2025-08-02 17:56:00,101270.96,60702.89,620.75,18.59,К-р Восточный,605-E230725_P_B_9.B,8173,2025-08-02,PV №52,-1.27,4.63,66,4.58,53.4,605-E230725_P_B_9.B,-1.27,mica-quartz_carbonate_massive_rocks
1580069,2025-05-07 21:22:00,2025-05-07 21:35:00,101229.15,60621.08,640.21,12.4,К-р Восточный,630-E030525_P_B_1.B,6121,2025-05-08,PV №52,-1.26,3.19,23,1.27,390.0,630-E030525_P_B_1.B,-1.26,mica-quartz_carbonate_massive_rocks
1581342,2025-05-09 02:20:00,2025-05-09 02:32:00,101334.35,60507.1,639.69,12.56,К-р Восточный,630-E030525_P_B_1.B,5993,2025-05-09,PV №52,-1.26,1.3,17,0.89,162.0,630-E030525_P_B_1.B,-1.26,mica-quartz_carbonate_massive_rocks
1611407,2025-06-07 16:56:00,2025-06-07 17:17:00,101851.6,60133.73,638.91,12.12,К-р Восточный,630-E040625_P_B_4.A,6075,2025-06-07,PV №52,-1.26,-1.72,16,0.78,648.0,630-E040625_P_B_4.A,-1.26,carbonized_quartz-mica_hornfels_shists
1581383,2025-05-09 03:06:00,2025-05-09 03:17:00,101277.47,60510.38,640.23,12.56,К-р Восточный,630-E030525_P_B_1.B,5917,2025-05-09,PV №52,-1.26,4.86,39,5.22,323.4,630-E030525_P_B_1.B,-1.26,mica-quartz_carbonate_massive_rocks
1579298,2025-05-07 02:39:00,2025-05-07 02:55:00,101264.46,60623.66,639.75,12.12,К-р Восточный,630-E030525_P_B_1.B,6117,2025-05-07,PV №52,-1.26,-15.56,27,1.07,174.0,630-E030525_P_B_1.B,-1.26,mica-quartz_carbonate_massive_rocks
1670655,2025-08-04 22:03:00,2025-08-04 22:21:00,101299.83,60652.65,623.51,19.53,К-р Восточный,605-E230725_P_B_9.B,8193,2025-08-05,PV №52,-1.25,-17.12,8,0.35,336.0,605-E230725_P_B_9.B,-1.25,quartz-mica foliated schists
1668688,2025-08-02 23:22:00,2025-08-02 23:40:00,101272.9,60693.84,620.79,18.53,К-р Восточный,605-E230725_P_B_9.B,8174,2025-08-03,PV №52,-1.25,5.98,21,2.83,582.0,605-E230725_P_B_9.B,-1.25,quartz-mica foliated schists
1579602,2025-05-07 11:42:00,2025-05-07 11:59:00,101287.36,60602.61,639.91,12.48,К-р Восточный,630-E030525_P_B_1.B,6035,2025-05-07,PV №52,-1.24,9.64,81,3.75,708.0,630-E030525_P_B_1.B,-1.24,quartz-mica foliated schists
1582404,2025-05-10 01:17:00,2025-05-10 01:35:00,101263.9,60517.19,640.17,13.62,К-р Восточный,630-E030525_P_B_1.B,5882,2025-05-10,PV №52,-1.24,-5.92,4,0.35,240.0,630-E030525_P_B_1.B,-1.24,quartz-mica foliated schists
1612127,2025-06-08 09:12:00,2025-06-08 09:32:00,101855.9,60116.22,638.99,12.11,К-р Восточный,630-E040625_P_B_4.A,5740,2025-06-08,PV №52,-1.24,-6.88,8,0.38,168.0,630-E040625_P_B_4.A,-1.24,carbonized_quartz-mica_hornfels_shists
1579129,2025-05-06 21:00:00,2025-05-06 21:12:00,101286.28,60616.79,639.64,12.25,К-р Восточный,630-E030525_P_B_1.B,6037,2025-05-07,PV №52,-1.24,-1.86,9,0.84,377.4,630-E030525_P_B_1.B,-1.24,quartz-mica foliated schists
1612309,2025-06-08 13:54:00,2025-06-08 14:12:00,101774.56,60109.56,638.7,11.54,К-р Восточный,630-E040625_P_B_4.A,5752,2025-06-08,PV №52,-1.23,4.49,22,1.6,114.0,630-E040625_P_B_4.A,-1.23,carbonized_quartz-mica_hornfels_shists
1580867,2025-05-08 16:18:00,2025-05-08 16:30:00,101287.72,60549.18,640.12,12.22,К-р Восточный,630-E030525_P_B_1.B,5902,2025-05-08,PV №52,-1.23,24.2,105,6.45,630.0,630-E030525_P_B_1.B,-1.23,quartz-mica foliated schists
1668503,2025-08-02 19:30:00,2025-08-02 19:49:00,101282.94,60703.71,621.02,19.56,К-р Восточный,605-E230725_P_B_9.B,8162,2025-08-02,PV №52,-1.23,-7.23,3,0.7,366.0,605-E230725_P_B_9.B,-1.23,quartz-mica foliated schists
1579372,2025-05-07 04:23:00,2025-05-07 04:36:00,101230.79,60659.17,640.16,12.63,К-р Восточный,630-E030525_P_B_1.B,6068,2025-05-07,PV №52,-1.23,1.44,17,0.82,491.4,630-E030525_P_B_1.B,-1.23,quartz-mica foliated schists
1668484,2025-08-02 18:19:00,2025-08-02 18:41:00,101257.28,60690.66,620.42,17.51,К-р Восточный,605-E230725_P_B_9.B,5036,2025-08-02,PV №52,-1.22,9.38,79,4.29,240.0,605-E230725_P_B_9.B,-1.22,mica-quartz_carbonate_massive_rocks
1580893,2025-05-08 16:44:00,2025-05-08 16:54:00,101297.01,60534.63,640.1,12.0,К-р Восточный,630-E030525_P_B_1.B,5889,2025-05-08,PV №52,-1.22,19.23,80,4.25,270.0,630-E030525_P_B_1.B,-1.22,quartz-mica foliated schists
1580255,2025-05-08 02:46:00,2025-05-08 02:59:00,101305.87,60580.66,640.17,12.63,К-р Восточный,630-E030525_P_B_1.B,5980,2025-05-08,PV №52,-1.22,6.67,25,1.79,222.6,630-E030525_P_B_1.B,-1.22,quartz-mica foliated schists
1579506,2025-05-07 08:52:00,2025-05-07 09:07:00,101236.73,60636.92,639.94,12.05,К-р Восточный,630-E030525_P_B_1.B,6127,2025-05-07,PV №52,-1.22,-12.03,23,0.96,306.0,630-E030525_P_B_1.B,-1.22,quartz-mica foliated schists
1666247,2025-07-31 11:24:00,2025-07-31 11:53:00,101199.12,60775.76,620.23,17.55,К-р Восточный,605-E230725_P_B_9.B,5008,2025-07-31,PV №52,-1.22,-10.27,9,0.35,812.4,605-E230725_P_B_9.B,-1.22,mica-quartz_carbonate_massive_rocks
1672630,2025-08-06 19:10:00,2025-08-06 19:25:00,101227.38,60824.16,620.05,18.07,К-р Восточный,605-E230725_P_B_9.B,5001,2025-08-06,PV №52,-1.21,-5.9,69,2.83,336.0,605-E230725_P_B_9.B,-1.21,mica-quartz_carbonate_massive_rocks
1579130,2025-05-06 23:28:00,2025-05-06 23:42:00,101253.25,60653.44,639.85,12.14,К-р Восточный,630-E030525_P_B_1.B,6136,2025-05-07,PV №52,-1.21,0.34,0,0.79,258.0,630-E030525_P_B_1.B,-1.21,quartz-mica foliated schists
1668131,2025-08-02 09:14:00,2025-08-02 09:35:00,101263.56,60738.03,620.44,18.26,К-р Восточный,605-E230725_P_B_9.B,8169,2025-08-02,PV №52,-1.21,-6.98,17,0.91,670.8,605-E230725_P_B_9.B,-1.21,mica-quartz_carbonate_massive_rocks
1612179,2025-06-08 10:17:00,2025-06-08 10:36:00,101835.84,60114.56,639.08,12.05,К-р Восточный,630-E040625_P_B_4.A,5743,2025-06-08,PV №52,-1.21,13.4,13,1.71,174.0,630-E040625_P_B_4.A,-1.21,carbonized_quartz-mica_hornfels_shists
1611657,2025-06-07 22:38:00,2025-06-07 22:57:00,101855.24,60127.65,639.24,11.81,К-р Восточный,630-E040625_P_B_4.A,5788,2025-06-08,PV №52,-1.21,-15.38,5,1.0,90.0,630-E040625_P_B_4.A,-1.21,carbonized_quartz-mica_hornfels_shists
1667061,2025-08-01 05:28:00,2025-08-01 05:48:00,101224.28,60693.01,620.08,18.02,К-р Восточный,605-E230725_P_B_9.B,5060,2025-08-01,PV №52,-1.21,-15.13,7,0.74,474.0,605-E230725_P_B_9.B,-1.21,mica-quartz_carbonate_massive_rocks
1612099,2025-06-08 08:49:00,2025-06-08 09:10:00,101862.94,60116.86,638.91,12.05,К-р Восточный,630-E040625_P_B_4.A,5739,2025-06-08,PV №52,-1.21,8.51,20,1.11,426.0,630-E040625_P_B_4.A,-1.21,carbonized_quartz-mica_hornfels_shists
1667204,2025-08-01 09:32:00,2025-08-01 09:59:00,101226.49,60758.95,620.1,17.5,К-р Восточный,605-E230725_P_B_9.B,5050,2025-08-01,PV №52,-1.21,6.36,42,2.57,353.4,605-E230725_P_B_9.B,-1.21,mica-quartz_carbonate_massive_rocks
1672605,2025-08-06 17:46:00,2025-08-06 18:06:00,101235.51,60819.4,620.31,18.14,К-р Восточный,605-E230725_P_B_9.B,4986,2025-08-06,PV №52,-1.2,-10.81,42,1.95,276.0,605-E230725_P_B_9.B,-1.2,mica-quartz_carbonate_massive_rocks
1672878,2025-08-06 19:58:00,2025-08-06 20:16:00,101194.63,60840.0,620.48,17.5,К-р Восточный,605-E230725_P_B_9.B,4989,2025-08-07,PV №52,-1.2,4.89,2,1.55,612.0,605-E230725_P_B_9.B,-1.2,mica-quartz_carbonate_massive_rocks
1580027,2025-05-07 19:54:00,2025-05-07 20:08:00,101215.41,60627.57,640.26,12.66,К-р Восточный,630-E030525_P_B_1.B,6048,2025-05-08,PV №52,-1.2,-2.33,22,1.22,690.0,630-E030525_P_B_1.B,-1.2,quartz-mica foliated schists
1580828,2025-05-08 15:30:00,2025-05-08 15:42:00,101296.28,60549.9,640.11,12.01,К-р Восточный,630-E030525_P_B_1.B,5903,2025-05-08,PV №52,-1.2,-4.28,54,2.96,138.0,630-E030525_P_B_1.B,-1.2,quartz-mica foliated schists
1580144,2025-05-08 00:49:00,2025-05-08 01:02:00,101271.4,60585.82,640.29,12.05,К-р Восточный,630-E030525_P_B_1.B,6020,2025-05-08,PV №52,-1.2,7.36,30,1.51,570.0,630-E030525_P_B_1.B,-1.2,quartz-mica foliated schists
1612490,2025-06-08 18:15:00,2025-06-08 18:34:00,101792.39,60105.4,638.79,12.07,К-р Восточный,630-E040625_P_B_4.A,5900,2025-06-08,PV №52,-1.2,12.93,10,1.3,264.0,630-E040625_P_B_4.A,-1.2,carbonized_quartz-mica_hornfels_shists
1580566,2025-05-08 09:29:00,2025-05-08 09:43:00,101246.43,60569.17,640.37,12.56,К-р Восточный,630-E030525_P_B_1.B,6010,2025-05-08,PV №52,-1.2,22.38,98,5.76,438.6,630-E030525_P_B_1.B,-1.2,quartz-mica foliated schists
1668005,2025-08-02 05:11:00,2025-08-02 05:34:00,101242.51,60761.79,619.85,17.54,К-р Восточный,605-E230725_P_B_9.B,5044,2025-08-02,PV №52,-1.19,-2.86,31,1.98,354.0,605-E230725_P_B_9.B,-1.19,mica-quartz_carbonate_massive_rocks
1580580,2025-05-08 09:45:00,2025-05-08 09:57:00,101251.46,60561.67,640.61,12.53,К-р Восточный,630-E030525_P_B_1.B,5937,2025-05-08,PV №52,-1.19,23.39,96,5.67,486.0,630-E030525_P_B_1.B,-1.19,quartz-mica foliated schists
1579618,2025-05-07 12:17:00,2025-05-07 12:29:00,101291.22,60595.11,640.08,12.28,К-р Восточный,630-E030525_P_B_1.B,6096,2025-05-07,PV №52,-1.19,-11.48,15,0.8,190.8,630-E030525_P_B_1.B,-1.19,quartz-mica foliated schists
1580459,2025-05-08 07:13:00,2025-05-08 07:31:00,101286.34,60564.41,640.17,12.75,К-р Восточный,630-E030525_P_B_1.B,5941,2025-05-08,PV №52,-1.18,12.03,51,2.78,168.0,630-E030525_P_B_1.B,-1.18,quartz-mica foliated schists
1579140,2025-05-06 22:06:00,2025-05-06 22:20:00,101271.5,60631.84,639.63,12.18,К-р Восточный,630-E030525_P_B_1.B,6055,2025-05-07,PV №52,-1.18,9.52,3,1.33,498.0,630-E030525_P_B_1.B,-1.18,quartz-mica foliated schists
1579850,2025-05-07 18:25:00,2025-05-07 18:37:00,101257.69,60592.64,640.11,12.55,К-р Восточный,630-E030525_P_B_1.B,6100,2025-05-07,PV №52,-1.18,10.94,79,3.35,648.6,630-E030525_P_B_1.B,-1.18,quartz-mica foliated schists
1579107,2025-05-06 23:13:00,2025-05-06 23:26:00,101248.17,60660.87,640.01,12.18,К-р Восточный,630-E030525_P_B_1.B,6070,2025-05-07,PV №52,-1.17,6.99,13,1.2,647.4,630-E030525_P_B_1.B,-1.17,quartz-mica foliated schists
1609444,2025-06-05 16:07:00,2025-06-05 16:20:00,101732.41,60129.9,638.99,11.65,К-р Восточный,630-E040625_P_B_4.A,5976,2025-06-05,PV №52,-1.17,11.0,24,2.06,78.0,630-E040625_P_B_4.A,-1.17,fault_zone
1579171,2025-05-07 00:32:00,2025-05-07 00:46:00,101224.45,60681.83,640.11,12.24,К-р Восточный,630-E030525_P_B_1.B,6156,2025-05-07,PV №52,-1.16,3.33,7,1.36,222.0,630-E030525_P_B_1.B,-1.16,quartz-mica foliated schists
1609072,2025-06-05 07:52:00,2025-06-05 08:06:00,101681.16,60132.33,639.32,12.56,К-р Восточный,630-E040625_P_B_4.A,6050,2025-06-05,PV №52,-1.16,3.76,0,0.75,216.0,630-E040625_P_B_4.A,-1.16,carbonized_quartz-mica_hornfels_shists
1611458,2025-06-07 19:17:00,2025-06-07 19:31:00,101817.44,60130.9,639.15,11.46,К-р Восточный,630-E040625_P_B_4.A,6070,2025-06-07,PV №52,-1.16,3.71,0,0.0,618.6,630-E040625_P_B_4.A,-1.16,carbonized_quartz-mica_hornfels_shists
1580386,2025-05-08 04:56:00,2025-05-08 05:08:00,101307.19,60573.95,640.04,12.71,К-р Восточный,630-E030525_P_B_1.B,5952,2025-05-08,PV №52,-1.15,2.85,6,0.89,526.8,630-E030525_P_B_1.B,-1.15,quartz-mica foliated schists
1580612,2025-05-08 10:16:00,2025-05-08 10:29:00,101265.01,60555.24,640.3,12.51,К-р Восточный,630-E030525_P_B_1.B,5947,2025-05-08,PV №52,-1.15,25.79,90,5.05,558.6,630-E030525_P_B_1.B,-1.15,quartz-mica foliated schists
1668058,2025-08-02 07:08:00,2025-08-02 07:31:00,101268.27,60753.27,621.06,18.52,К-р Восточный,605-E230725_P_B_9.B,8179,2025-08-02,PV №52,-1.14,3.75,58,3.52,306.0,605-E230725_P_B_9.B,-1.14,mica-quartz_carbonate_massive_rocks
1579349,2025-05-07 04:06:00,2025-05-07 04:21:00,101225.82,60666.37,639.8,12.62,К-р Восточный,630-E030525_P_B_1.B,6146,2025-05-07,PV №52,-1.14,5.41,11,0.78,528.0,630-E030525_P_B_1.B,-1.14,quartz-mica foliated schists
1579402,2025-05-07 05:07:00,2025-05-07 05:21:00,101245.59,60637.39,640.35,12.41,К-р Восточный,630-E030525_P_B_1.B,6128,2025-05-07,PV №52,-1.13,14.28,0,1.18,654.0,630-E030525_P_B_1.B,-1.13,quartz-mica foliated schists
1580806,2025-05-08 15:13:00,2025-05-08 15:26:00,101314.7,60536.29,639.78,12.51,К-р Восточный,630-E030525_P_B_1.B,5984,2025-05-08,PV №52,-1.13,-16.47,18,1.13,900.0,630-E030525_P_B_1.B,-1.13,quartz-mica foliated schists
1672584,2025-08-06 17:18:00,2025-08-06 17:40:00,101239.12,60816.46,620.58,18.43,К-р Восточный,605-E230725_P_B_9.B,8156,2025-08-06,PV №52,-1.13,-7.27,37,1.46,264.0,605-E230725_P_B_9.B,-1.13,mica-quartz_carbonate_massive_rocks
1579163,2025-05-07 00:13:00,2025-05-07 00:26:00,101265.01,60631.63,639.74,12.16,К-р Восточный,630-E030525_P_B_1.B,6054,2025-05-07,PV №52,-1.13,0.42,0,1.09,215.4,630-E030525_P_B_1.B,-1.13,quartz-mica foliated schists
1580012,2025-05-07 20:17:00,2025-05-07 20:31:00,101220.4,60620.35,640.4,12.9,К-р Восточный,630-E030525_P_B_1.B,6122,2025-05-08,PV №52,-1.12,-12.89,16,0.65,750.0,630-E030525_P_B_1.B,-1.12,quartz-mica foliated schists
1609070,2025-06-05 07:35:00,2025-06-05 07:48:00,101692.03,60138.05,639.35,12.56,К-р Восточный,630-E040625_P_B_4.A,6143,2025-06-05,PV №52,-1.1,-1.17,8,0.46,655.2,630-E040625_P_B_4.A,-1.1,carbonized_quartz-mica_hornfels_shists
1580908,2025-05-08 17:12:00,2025-05-08 17:25:00,101278.66,60548.45,640.33,12.01,К-р Восточный,630-E030525_P_B_1.B,5901,2025-05-08,PV №52,-1.1,20.18,89,5.51,300.0,630-E030525_P_B_1.B,-1.1,quartz-mica foliated schists
1668242,2025-08-02 12:22:00,2025-08-02 12:49:00,101252.75,60750.34,619.83,17.56,К-р Восточный,605-E230725_P_B_9.B,5026,2025-08-02,PV №52,-1.1,9.87,103,4.0,606.0,605-E230725_P_B_9.B,-1.1,mica-quartz_carbonate_massive_rocks
1580320,2025-05-08 03:49:00,2025-05-08 04:02:00,101276.38,60578.7,640.41,12.16,К-р Восточный,630-E030525_P_B_1.B,6090,2025-05-08,PV №52,-1.1,6.99,24,1.05,576.0,630-E030525_P_B_1.B,-1.1,quartz-mica foliated schists
1667940,2025-08-02 03:49:00,2025-08-02 04:14:00,101257.63,60765.24,620.6,18.28,К-р Восточный,605-E230725_P_B_9.B,8166,2025-08-02,PV №52,-1.08,2.27,24,1.41,204.0,605-E230725_P_B_9.B,-1.08,mica-quartz_carbonate_massive_rocks
1611076,2025-06-07 07:58:00,2025-06-07 08:12:00,101756.67,60126.1,638.73,11.56,К-р Восточный,630-E040625_P_B_4.A,6061,2025-06-07,PV №52,-1.07,5.44,30,1.79,240.0,630-E040625_P_B_4.A,-1.07,carbonized_quartz-mica_hornfels_shists
1667112,2025-08-01 07:09:00,2025-08-01 07:32:00,101220.75,60800.39,620.05,17.51,К-р Восточный,605-E230725_P_B_9.B,5016,2025-08-01,PV №52,-1.07,14.19,78,4.07,276.0,605-E230725_P_B_9.B,-1.07,mica-quartz_carbonate_massive_rocks
1612489,2025-06-08 18:36:00,2025-06-08 18:55:00,101785.49,60104.87,638.67,11.51,К-р Восточный,630-E040625_P_B_4.A,5899,2025-06-08,PV №52,-1.07,20.59,30,1.1,492.0,630-E040625_P_B_4.A,-1.07,carbonized_quartz-mica_hornfels_shists
1668324,2025-08-02 14:21:00,2025-08-02 14:47:00,101245.92,60743.84,621.6,17.04,К-р Восточный,605-E230725_P_B_9.B,5042,2025-08-02,PV №52,-1.07,14.8,98,5.73,509.4,605-E230725_P_B_9.B,-1.07,mica-quartz_carbonate_massive_rocks
1611235,2025-06-07 11:17:00,2025-06-07 11:34:00,101875.43,60141.51,638.78,11.61,К-р Восточный,630-E040625_P_B_4.A,5997,2025-06-07,PV №52,-1.06,1.73,15,1.5,594.0,630-E040625_P_B_4.A,-1.06,carbonized_quartz-mica_hornfels_shists
1581118,2025-05-08 21:12:00,2025-05-08 21:25:00,101293.5,60527.12,640.05,12.29,К-р Восточный,630-E030525_P_B_1.B,5925,2025-05-09,PV №52,-1.06,-13.42,4,0.32,455.4,630-E030525_P_B_1.B,-1.06,quartz-mica foliated schists
1612356,2025-06-08 15:03:00,2025-06-08 15:22:00,101853.04,60110.12,639.0,12.12,К-р Восточный,630-E040625_P_B_4.A,5909,2025-06-08,PV №52,-1.06,-5.83,5,0.74,581.4,630-E040625_P_B_4.A,-1.06,carbonized_quartz-mica_hornfels_shists
1579837,2025-05-07 17:55:00,2025-05-07 18:09:00,101247.81,60607.09,640.1,12.01,К-р Восточный,630-E030525_P_B_1.B,6109,2025-05-07,PV №52,-1.04,-9.49,18,5.23,66.0,630-E030525_P_B_1.B,-1.04,quartz-mica foliated schists
1670707,2025-08-04 19:35:00,2025-08-04 19:57:00,101297.07,60661.65,621.65,19.51,К-р Восточный,605-E230725_P_B_9.B,8192,2025-08-05,PV №52,-1.04,-4.11,16,0.73,149.4,605-E230725_P_B_9.B,-1.04,quartz-mica foliated schists
1668144,2025-08-02 09:39:00,2025-08-02 10:05:00,101272.14,60735.25,621.25,18.56,К-р Восточный,605-E230725_P_B_9.B,8181,2025-08-02,PV №52,-1.03,3.58,52,3.37,492.0,605-E230725_P_B_9.B,-1.03,mica-quartz_carbonate_massive_rocks
1581192,2025-05-08 21:48:00,2025-05-08 22:00:00,101310.92,60527.91,639.69,12.03,К-р Восточный,630-E030525_P_B_1.B,5961,2025-05-09,PV №52,-1.03,-4.69,9,0.75,617.4,630-E030525_P_B_1.B,-1.03,quartz-mica foliated schists
1672833,2025-08-06 23:00:00,2025-08-06 23:17:00,101219.42,60827.91,620.19,17.57,К-р Восточный,605-E230725_P_B_9.B,4978,2025-08-07,PV №52,-1.02,21.46,100,6.16,605.4,605-E230725_P_B_9.B,-1.02,mica-quartz_carbonate_massive_rocks
1609338,2025-06-05 14:05:00,2025-06-05 14:20:00,101684.99,60126.61,639.28,12.62,К-р Восточный,630-E040625_P_B_4.A,5969,2025-06-05,PV №52,-1.02,13.34,10,1.47,959.4,630-E040625_P_B_4.A,-1.02,carbonized_quartz-mica_hornfels_shists
1580421,2025-05-08 05:44:00,2025-05-08 05:57:00,101303.76,60565.85,640.25,12.54,К-р Восточный,630-E030525_P_B_1.B,5943,2025-05-08,PV №52,-1.02,0.88,35,1.99,636.0,630-E030525_P_B_1.B,-1.02,quartz-mica foliated schists
1668288,2025-08-02 12:51:00,2025-08-02 13:12:00,101254.69,60741.1,619.97,17.57,К-р Восточный,605-E230725_P_B_9.B,5027,2025-08-02,PV №52,-1.02,16.11,99,6.09,654.0,605-E230725_P_B_9.B,-1.02,mica-quartz_carbonate_massive_rocks
1611366,2025-06-07 16:16:00,2025-06-07 16:34:00,101864.93,60134.61,638.86,11.53,К-р Восточный,630-E040625_P_B_4.A,6077,2025-06-07,PV №52,-1.01,17.14,33,1.92,947.4,630-E040625_P_B_4.A,-1.01,carbonized_quartz-mica_hornfels_shists
1609426,2025-06-05 15:51:00,2025-06-05 16:06:00,101725.44,60129.46,639.13,12.11,К-р Восточный,630-E040625_P_B_4.A,5975,2025-06-05,PV №52,-1.0,8.68,39,1.38,718.8,630-E040625_P_B_4.A,-1.0,fault_zone
1667959,2025-08-02 04:18:00,2025-08-02 04:43:00,101238.74,60776.94,619.83,17.44,К-р Восточный,605-E230725_P_B_9.B,5046,2025-08-02,PV №52,-0.98,-2.33,37,1.7,474.0,605-E230725_P_B_9.B,-0.98,mica-quartz_carbonate_massive_rocks
1667994,2025-08-02 04:45:00,2025-08-02 05:09:00,101240.41,60769.58,619.85,17.82,К-р Восточный,605-E230725_P_B_9.B,5045,2025-08-02,PV №52,-0.96,-3.29,38,2.88,420.0,605-E230725_P_B_9.B,-0.96,mica-quartz_carbonate_massive_rocks
1668477,2025-08-02 17:58:00,2025-08-02 18:17:00,101264.31,60696.83,620.48,18.03,К-р Восточный,605-E230725_P_B_9.B,5032,2025-08-02,PV №52,-0.96,13.35,87,4.67,383.4,605-E230725_P_B_9.B,-0.96,mica-quartz_carbonate_massive_rocks
1581268,2025-05-09 00:45:00,2025-05-09 00:56:00,101281.02,60518.11,640.47,12.76,К-р Восточный,630-E030525_P_B_1.B,5884,2025-05-09,PV №52,-0.96,25.3,60,4.7,615.0,630-E030525_P_B_1.B,-0.96,quartz-mica foliated schists
1670702,2025-08-04 23:49:00,2025-08-05 00:12:00,101304.52,60635.36,621.11,19.01,К-р Восточный,605-E230725_P_B_9.B,8195,2025-08-05,PV №52,-0.95,-13.81,7,0.61,78.0,605-E230725_P_B_9.B,-0.95,quartz-mica foliated schists
1581191,2025-05-08 22:03:00,2025-05-08 22:17:00,101319.81,60528.56,639.68,12.12,К-р Восточный,630-E030525_P_B_1.B,5960,2025-05-09,PV №52,-0.93,15.84,16,3.08,372.0,630-E030525_P_B_1.B,-0.93,quartz-mica foliated schists
1614745,2025-06-10 19:44:00,2025-06-10 20:04:00,101762.94,60084.87,639.34,12.03,К-р Восточный,630-E040625_P_B_4.A,5674,2025-06-11,PV №52,-0.9,-6.38,4,0.45,186.0,630-E040625_P_B_4.A,-0.9,carbonized_quartz-mica_hornfels_shists
1579138,2025-05-06 21:17:00,2025-05-06 21:32:00,101291.05,60610.15,639.83,12.56,К-р Восточный,630-E030525_P_B_1.B,6114,2025-05-07,PV №52,-0.9,8.43,23,1.73,672.0,630-E030525_P_B_1.B,-0.9,quartz-mica foliated schists
