Id_Drill_Trans,Drill_Start_Timestamp,End_Timestamp,X,Y,Z,Depth,Pit_Name,Drill_Passport,Hole_Code,Cycle_Shift_Date,Short_Name,SEGMENT_DEPTH,WEIGHT_ON_BIT,ROTATION_PER_MINUTE,TORQUE,RATE_OF_PENETRATION,drill_passport,depth_m,litology_code
1667127,2025-08-01 07:34:00,2025-08-01 08:00:00,101221.47,60791.35,620.09,17.52,К-р Восточный,605-E230725_P_B_9.B,5017,2025-08-01,PV №52,-19.19,-36.28,2,0.32,954.0,605-E230725_P_B_9.B,-19.19,mica-quartz_carbonate_massive_rocks
1668737,2025-08-03 00:45:00,2025-08-03 01:09:00,101241.94,60687.12,620.9,17.72,К-р Восточный,605-E230725_P_B_9.B,5058,2025-08-03,PV №52,-3.66,-13.02,0,0.81,96.0,605-E230725_P_B_9.B,-3.66,quartz-mica foliated schists
1611634,2025-06-07 20:14:00,2025-06-07 20:15:00,101803.89,60129.75,640.66,0.0,К-р Восточный,630-E040625_P_B_4.A,6068,2025-06-08,PV №52,-3.07,-26.91,0,0.0,144.0,630-E040625_P_B_4.A,-3.07,carbonized_quartz-mica_hornfels_shists
1614467,2025-06-10 19:20:00,2025-06-10 19:41:00,101756.13,60084.25,639.87,12.02,К-р Восточный,630-E040625_P_B_4.A,5675,2025-06-10,PV №52,-2.46,-4.56,4,0.54,72.0,630-E040625_P_B_4.A,-2.46,carbonized_quartz-mica_hornfels_shists
1611689,2025-06-07 22:59:00,2025-06-07 23:16:00,101848.46,60127.21,639.46,11.74,К-р Восточный,630-E040625_P_B_4.A,5787,2025-06-08,PV №52,-2.25,-14.15,6,1.16,150.0,630-E040625_P_B_4.A,-2.25,carbonized_quartz-mica_hornfels_shists
1611692,2025-06-07 22:18:00,2025-06-07 22:36:00,101861.93,60128.11,639.47,11.33,К-р Восточный,630-E040625_P_B_4.A,5789,2025-06-08,PV №52,-2.22,-10.47,22,0.69,60.0,630-E040625_P_B_4.A,-2.22,carbonized_quartz-mica_hornfels_shists
1611846,2025-06-08 02:59:00,2025-06-08 03:17:00,101771.4,60115.36,639.11,11.24,К-р Восточный,630-E040625_P_B_4.A,5957,2025-06-08,PV №52,-2.21,-14.55,9,0.99,66.0,630-E040625_P_B_4.A,-2.21,carbonized_quartz-mica_hornfels_shists
1611012,2025-06-07 05:28:00,2025-06-07 05:47:00,101713.88,60104.39,639.57,11.72,К-р Восточный,630-E040625_P_B_4.A,5761,2025-06-07,PV №52,-2.18,-15.16,38,1.94,114.0,630-E040625_P_B_4.A,-2.18,carbonized_quartz-mica_hornfels_shists
1612678,2025-06-08 20:13:00,2025-06-08 20:31:00,101857.07,60103.89,639.47,11.62,К-р Восточный,630-E040625_P_B_4.A,5704,2025-06-09,PV №52,-2.15,-12.23,0,0.14,168.0,630-E040625_P_B_4.A,-2.15,carbonized_quartz-mica_hornfels_shists
1580744,2025-05-08 13:25:00,2025-05-08 13:41:00,101338.17,60530.32,639.29,12.01,К-р Восточный,630-E030525_P_B_1.B,5958,2025-05-08,PV №52,-2.14,22.0,90,5.26,396.0,630-E030525_P_B_1.B,-2.14,mica-quartz_carbonate_massive_rocks
1668181,2025-08-02 10:38:00,2025-08-02 11:01:00,101273.72,60726.52,621.53,18.5,К-р Восточный,605-E230725_P_B_9.B,8182,2025-08-02,PV №52,-2.07,4.5,51,3.22,417.6,605-E230725_P_B_9.B,-2.07,mica-quartz_carbonate_massive_rocks
1612677,2025-06-08 23:31:00,2025-06-08 23:53:00,101789.44,60099.15,639.1,11.87,К-р Восточный,630-E040625_P_B_4.A,5694,2025-06-09,PV №52,-2.07,-13.46,12,0.5,119.4,630-E040625_P_B_4.A,-2.07,carbonized_quartz-mica_hornfels_shists
1612692,2025-06-08 23:09:00,2025-06-08 23:29:00,101795.96,60099.66,639.31,11.73,К-р Восточный,630-E040625_P_B_4.A,5695,2025-06-09,PV №52,-2.06,-5.59,0,0.43,258.0,630-E040625_P_B_4.A,-2.06,carbonized_quartz-mica_hornfels_shists
1666830,2025-08-01 01:12:00,2025-08-01 01:40:00,101214.89,60778.02,620.29,17.57,К-р Восточный,605-E230725_P_B_9.B,5070,2025-08-01,PV №52,-2.04,-14.54,15,1.33,114.0,605-E230725_P_B_9.B,-2.04,mica-quartz_carbonate_massive_rocks
1612728,2025-06-09 00:16:00,2025-06-09 00:32:00,101775.82,60097.89,639.28,11.36,К-р Восточный,630-E040625_P_B_4.A,5692,2025-06-09,PV №52,-2.03,-15.44,0,0.0,126.6,630-E040625_P_B_4.A,-2.03,carbonized_quartz-mica_hornfels_shists
1611688,2025-06-07 23:58:00,2025-06-08 00:18:00,101828.14,60125.68,639.36,11.74,К-р Восточный,630-E040625_P_B_4.A,5784,2025-06-08,PV №52,-2.02,-13.53,0,0.63,215.4,630-E040625_P_B_4.A,-2.02,carbonized_quartz-mica_hornfels_shists
1611625,2025-06-07 19:54:00,2025-06-07 20:13:00,101803.89,60129.68,639.17,11.71,К-р Восточный,630-E040625_P_B_4.A,6068,2025-06-08,PV №52,-2.02,-15.11,0,0.9,72.0,630-E040625_P_B_4.A,-2.02,carbonized_quartz-mica_hornfels_shists
1611796,2025-06-08 02:01:00,2025-06-08 02:18:00,101787.7,60122.18,639.08,11.32,К-р Восточный,630-E040625_P_B_4.A,5778,2025-06-08,PV №52,-2.01,-14.25,0,0.17,120.0,630-E040625_P_B_4.A,-2.01,carbonized_quartz-mica_hornfels_shists
1610903,2025-06-07 03:38:00,2025-06-07 03:55:00,101743.4,60113.07,639.23,11.76,К-р Восточный,630-E040625_P_B_4.A,5961,2025-06-07,PV №52,-2.01,-13.43,0,0.93,174.0,630-E040625_P_B_4.A,-2.01,carbonized_quartz-mica_hornfels_shists
1668767,2025-08-03 01:11:00,2025-08-03 01:29:00,101250.05,60684.6,620.57,17.63,К-р Восточный,605-E230725_P_B_9.B,5081,2025-08-03,PV №52,-2.0,-17.88,95,5.1,136.8,605-E230725_P_B_9.B,-2.0,quartz-mica foliated schists
1667821,2025-08-02 01:15:00,2025-08-02 01:42:00,101237.68,60792.53,620.47,18.16,К-р Восточный,605-E230725_P_B_9.B,5020,2025-08-02,PV №52,-1.99,-11.32,58,1.16,162.0,605-E230725_P_B_9.B,-1.99,mica-quartz_carbonate_massive_rocks
1611979,2025-06-08 05:20:00,2025-06-08 05:37:00,101825.16,60119.91,639.32,11.73,К-р Восточный,630-E040625_P_B_4.A,5949,2025-06-08,PV №52,-1.99,-10.82,0,0.45,288.0,630-E040625_P_B_4.A,-1.99,carbonized_quartz-mica_hornfels_shists
1610826,2025-06-07 02:19:00,2025-06-07 02:35:00,101716.88,60110.85,639.53,11.58,К-р Восточный,630-E040625_P_B_4.A,5965,2025-06-07,PV №52,-1.99,-14.09,15,1.52,132.0,630-E040625_P_B_4.A,-1.99,carbonized_quartz-mica_hornfels_shists
1611761,2025-06-08 01:22:00,2025-06-08 01:38:00,101800.95,60123.88,639.34,11.66,К-р Восточный,630-E040625_P_B_4.A,5780,2025-06-08,PV №52,-1.98,-13.86,0,0.38,102.0,630-E040625_P_B_4.A,-1.98,carbonized_quartz-mica_hornfels_shists
1612751,2025-06-09 00:41:00,2025-06-09 01:01:00,101765.74,60103.05,639.49,11.37,К-р Восточный,630-E040625_P_B_4.A,5896,2025-06-09,PV №52,-1.96,-12.5,0,0.44,78.0,630-E040625_P_B_4.A,-1.96,carbonized_quartz-mica_hornfels_shists
1611649,2025-06-07 23:18:00,2025-06-07 23:36:00,101841.81,60126.79,639.26,11.78,К-р Восточный,630-E040625_P_B_4.A,5786,2025-06-08,PV №52,-1.95,-16.51,6,1.53,96.0,630-E040625_P_B_4.A,-1.95,carbonized_quartz-mica_hornfels_shists
1611719,2025-06-08 00:20:00,2025-06-08 00:37:00,101821.33,60125.18,639.29,11.6,К-р Восточный,630-E040625_P_B_4.A,5783,2025-06-08,PV №52,-1.95,-9.41,0,0.97,222.0,630-E040625_P_B_4.A,-1.95,carbonized_quartz-mica_hornfels_shists
1612931,2025-06-09 03:49:00,2025-06-09 04:12:00,101708.26,60093.5,639.95,12.01,К-р Восточный,630-E040625_P_B_4.A,5682,2025-06-09,PV №52,-1.94,-12.24,0,0.64,186.0,630-E040625_P_B_4.A,-1.94,carbonized_quartz-mica_hornfels_shists
1609686,2025-06-05 21:43:00,2025-06-05 22:10:00,101729.3,60123.29,639.27,11.64,К-р Восточный,630-E040625_P_B_4.A,6057,2025-06-06,PV №52,-1.94,-12.52,7,0.42,66.0,630-E040625_P_B_4.A,-1.94,carbonized_quartz-mica_hornfels_shists
1611925,2025-06-08 04:25:00,2025-06-08 04:41:00,101845.42,60121.21,639.19,11.66,К-р Восточный,630-E040625_P_B_4.A,5946,2025-06-08,PV №52,-1.94,-10.04,3,0.96,282.6,630-E040625_P_B_4.A,-1.94,carbonized_quartz-mica_hornfels_shists
1580723,2025-05-08 12:49:00,2025-05-08 13:00:00,101305.06,60550.68,639.96,12.01,К-р Восточный,630-E030525_P_B_1.B,5904,2025-05-08,PV №52,-1.93,19.29,69,3.56,222.0,630-E030525_P_B_1.B,-1.93,quartz-mica foliated schists
1611626,2025-06-07 20:52:00,2025-06-07 21:11:00,101790.25,60128.97,639.0,11.38,К-р Восточный,630-E040625_P_B_4.A,6066,2025-06-08,PV №52,-1.92,-15.78,8,1.31,119.4,630-E040625_P_B_4.A,-1.92,carbonized_quartz-mica_hornfels_shists
1611812,2025-06-08 02:21:00,2025-06-08 02:36:00,101780.6,60121.94,639.1,11.27,К-р Восточный,630-E040625_P_B_4.A,5777,2025-06-08,PV №52,-1.91,-14.59,5,0.64,132.6,630-E040625_P_B_4.A,-1.91,carbonized_quartz-mica_hornfels_shists
1580546,2025-05-08 09:15:00,2025-05-08 09:27:00,101241.09,60576.04,640.39,12.59,К-р Восточный,630-E030525_P_B_1.B,6086,2025-05-08,PV №52,-1.9,6.85,65,4.04,372.0,630-E030525_P_B_1.B,-1.9,quartz-mica foliated schists
1612912,2025-06-09 03:19:00,2025-06-09 03:44:00,101703.95,60097.62,639.5,11.49,К-р Восточный,630-E040625_P_B_4.A,5887,2025-06-09,PV №52,-1.9,-8.21,0,0.99,222.0,630-E040625_P_B_4.A,-1.9,carbonized_quartz-mica_hornfels_shists
1609860,2025-06-06 02:28:00,2025-06-06 02:44:00,101712.98,60116.29,639.53,12.31,К-р Восточный,630-E040625_P_B_4.A,5767,2025-06-06,PV №52,-1.89,-7.62,7,0.52,132.0,630-E040625_P_B_4.A,-1.89,carbonized_quartz-mica_hornfels_shists
1672866,2025-08-06 22:20:00,2025-08-06 22:37:00,101211.12,60831.98,620.24,17.51,К-р Восточный,605-E230725_P_B_9.B,4995,2025-08-07,PV №52,-1.88,13.28,77,3.58,354.0,605-E230725_P_B_9.B,-1.88,mica-quartz_carbonate_massive_rocks
1579121,2025-05-06 19:36:00,2025-05-06 19:49:00,101276.2,60636.97,639.76,12.21,К-р Восточный,630-E030525_P_B_1.B,6056,2025-05-07,PV №52,-1.87,-4.48,5,0.67,371.4,630-E030525_P_B_1.B,-1.87,quartz-mica foliated schists
1611750,2025-06-08 01:03:00,2025-06-08 01:20:00,101807.71,60124.39,639.37,11.85,К-р Восточный,630-E040625_P_B_4.A,5781,2025-06-08,PV №52,-1.87,-13.51,2,0.81,120.0,630-E040625_P_B_4.A,-1.87,carbonized_quartz-mica_hornfels_shists
1612701,2025-06-08 20:33:00,2025-06-08 20:48:00,101850.31,60103.51,639.38,11.66,К-р Восточный,630-E040625_P_B_4.A,5703,2025-06-09,PV №52,-1.87,-18.44,0,0.33,54.0,630-E040625_P_B_4.A,-1.87,carbonized_quartz-mica_hornfels_shists
1579249,2025-05-07 02:09:00,2025-05-07 02:22:00,101254.33,60638.11,640.04,12.15,К-р Восточный,630-E030525_P_B_1.B,6129,2025-05-07,PV №52,-1.86,-0.48,17,2.41,114.0,630-E030525_P_B_1.B,-1.86,quartz-mica foliated schists
1582438,2025-05-10 01:54:00,2025-05-10 02:07:00,101273.34,60502.6,640.68,13.29,К-р Восточный,630-E030525_P_B_1.B,5878,2025-05-10,PV №52,-1.86,-7.09,9,0.94,412.8,630-E030525_P_B_1.B,-1.86,quartz-mica foliated schists
1668215,2025-08-02 11:33:00,2025-08-02 11:55:00,101275.37,60717.43,621.91,19.01,К-р Восточный,605-E230725_P_B_9.B,8183,2025-08-02,PV №52,-1.86,1.73,48,2.95,516.0,605-E230725_P_B_9.B,-1.86,mica-quartz_carbonate_massive_rocks
1581519,2025-05-09 05:12:00,2025-05-09 05:27:00,101299.73,60504.23,640.33,12.71,К-р Восточный,630-E030525_P_B_1.B,5875,2025-05-09,PV №52,-1.86,-9.15,17,1.03,180.0,630-E030525_P_B_1.B,-1.86,quartz-mica foliated schists
1581748,2025-05-09 10:46:00,2025-05-09 10:57:00,101309.54,60490.02,640.34,13.01,К-р Восточный,630-E030525_P_B_1.B,5873,2025-05-09,PV №52,-1.85,-9.81,75,4.8,186.0,630-E030525_P_B_1.B,-1.85,mica-quartz_carbonate_massive_rocks
1667370,2025-08-01 14:02:00,2025-08-01 14:19:00,101229.46,60796.69,621.55,18.5,К-р Восточный,605-E230725_P_B_9.B,5011,2025-08-01,PV №52,-1.85,9.13,51,2.57,227.4,605-E230725_P_B_9.B,-1.85,mica-quartz_carbonate_massive_rocks
1609956,2025-06-06 04:30:00,2025-06-06 04:47:00,101753.5,60119.81,639.11,11.3,К-р Восточный,630-E040625_P_B_4.A,5773,2025-06-06,PV №52,-1.84,-11.09,6,0.5,168.0,630-E040625_P_B_4.A,-1.84,carbonized_quartz-mica_hornfels_shists
1668821,2025-08-03 02:17:00,2025-08-03 02:39:00,101267.64,60678.66,620.43,18.02,К-р Восточный,605-E230725_P_B_9.B,5034,2025-08-03,PV №52,-1.83,-15.63,0,0.35,90.0,605-E230725_P_B_9.B,-1.83,quartz-mica foliated schists
1609665,2025-06-05 20:45:00,2025-06-05 21:01:00,101709.12,60121.98,639.66,12.68,К-р Восточный,630-E040625_P_B_4.A,6054,2025-06-06,PV №52,-1.83,-13.2,0,0.85,102.0,630-E040625_P_B_4.A,-1.83,carbonized_quartz-mica_hornfels_shists
1580514,2025-05-08 08:05:00,2025-05-08 08:17:00,101277.81,60563.75,640.38,12.58,К-р Восточный,630-E030525_P_B_1.B,5940,2025-05-08,PV №52,-1.83,-9.9,8,0.83,144.0,630-E030525_P_B_1.B,-1.83,quartz-mica foliated schists
1580426,2025-05-08 05:59:00,2025-05-08 06:11:00,101295.19,60565.54,640.4,12.61,К-р Восточный,630-E030525_P_B_1.B,5942,2025-05-08,PV №52,-1.83,5.57,9,1.12,720.6,630-E030525_P_B_1.B,-1.83,quartz-mica foliated schists
1612658,2025-06-08 22:49:00,2025-06-08 23:07:00,101802.79,60100.15,639.32,11.52,К-р Восточный,630-E040625_P_B_4.A,5696,2025-06-09,PV №52,-1.83,-8.31,14,0.77,132.0,630-E040625_P_B_4.A,-1.83,carbonized_quartz-mica_hornfels_shists
1611870,2025-06-08 03:28:00,2025-06-08 03:45:00,101865.77,60123.21,639.31,11.48,К-р Восточный,630-E040625_P_B_4.A,5943,2025-06-08,PV №52,-1.82,-13.35,8,0.85,204.0,630-E040625_P_B_4.A,-1.82,carbonized_quartz-mica_hornfels_shists
1609736,2025-06-05 21:03:00,2025-06-05 21:22:00,101715.97,60122.64,639.63,12.14,К-р Восточный,630-E040625_P_B_4.A,6055,2025-06-06,PV №52,-1.82,-0.95,0,0.71,126.0,630-E040625_P_B_4.A,-1.82,carbonized_quartz-mica_hornfels_shists
1609664,2025-06-05 20:27:00,2025-06-05 20:42:00,101702.34,60121.81,639.54,12.33,К-р Восточный,630-E040625_P_B_4.A,6053,2025-06-06,PV №52,-1.81,-7.52,16,1.32,150.0,630-E040625_P_B_4.A,-1.81,carbonized_quartz-mica_hornfels_shists
1666172,2025-07-31 09:42:00,2025-07-31 10:00:00,101196.48,60812.38,620.0,17.71,К-р Восточный,605-E230725_P_B_9.B,4992,2025-07-31,PV №52,-1.81,-0.71,32,2.06,185.4,605-E230725_P_B_9.B,-1.81,mica-quartz_carbonate_massive_rocks
1666227,2025-07-31 10:56:00,2025-07-31 11:21:00,101198.21,60785.39,620.07,17.55,К-р Восточный,605-E230725_P_B_9.B,5007,2025-07-31,PV №52,-1.81,9.61,59,4.52,120.0,605-E230725_P_B_9.B,-1.81,mica-quartz_carbonate_massive_rocks
1611141,2025-06-07 09:15:00,2025-06-07 09:32:00,101757.1,60114.34,639.0,11.7,К-р Восточный,630-E040625_P_B_4.A,5959,2025-06-07,PV №52,-1.81,9.29,6,1.73,60.0,630-E040625_P_B_4.A,-1.81,carbonized_quartz-mica_hornfels_shists
1611019,2025-06-07 05:50:00,2025-06-07 06:06:00,101720.63,60105.17,639.46,12.23,К-р Восточный,630-E040625_P_B_4.A,5760,2025-06-07,PV №52,-1.8,-15.99,13,1.08,150.0,630-E040625_P_B_4.A,-1.8,carbonized_quartz-mica_hornfels_shists
1611622,2025-06-07 21:13:00,2025-06-07 21:29:00,101783.81,60127.88,638.82,11.23,К-р Восточный,630-E040625_P_B_4.A,6065,2025-06-08,PV №52,-1.8,-7.88,0,0.65,288.0,630-E040625_P_B_4.A,-1.8,carbonized_quartz-mica_hornfels_shists
1609935,2025-06-06 04:07:00,2025-06-06 04:24:00,101746.81,60119.32,639.27,11.33,К-р Восточный,630-E040625_P_B_4.A,5772,2025-06-06,PV №52,-1.8,-10.3,8,1.75,54.0,630-E040625_P_B_4.A,-1.8,carbonized_quartz-mica_hornfels_shists
1611895,2025-06-08 03:47:00,2025-06-08 04:03:00,101858.93,60122.35,639.26,11.15,К-р Восточный,630-E040625_P_B_4.A,5944,2025-06-08,PV №52,-1.8,-15.13,9,0.83,144.0,630-E040625_P_B_4.A,-1.8,carbonized_quartz-mica_hornfels_shists
1610983,2025-06-07 05:04:00,2025-06-07 05:26:00,101707.3,60103.88,639.86,11.71,К-р Восточный,630-E040625_P_B_4.A,5762,2025-06-07,PV №52,-1.8,-10.36,0,0.01,215.4,630-E040625_P_B_4.A,-1.8,carbonized_quartz-mica_hornfels_shists
1611651,2025-06-07 23:38:00,2025-06-07 23:56:00,101834.76,60126.28,639.4,11.68,К-р Восточный,630-E040625_P_B_4.A,5785,2025-06-08,PV №52,-1.8,-13.83,0,0.62,126.0,630-E040625_P_B_4.A,-1.8,carbonized_quartz-mica_hornfels_shists
1610814,2025-06-07 01:59:00,2025-06-07 02:16:00,101710.01,60110.37,639.56,11.58,К-р Восточный,630-E040625_P_B_4.A,5966,2025-06-07,PV №52,-1.79,-13.59,8,0.71,204.0,630-E040625_P_B_4.A,-1.79,carbonized_quartz-mica_hornfels_shists
1672826,2025-08-06 21:00:00,2025-08-06 21:18:00,101202.65,60835.5,620.29,17.52,К-р Восточный,605-E230725_P_B_9.B,4972,2025-08-07,PV №52,-1.79,8.15,69,4.52,138.0,605-E230725_P_B_9.B,-1.79,quartz-mica foliated schists
1612696,2025-06-08 22:06:00,2025-06-08 22:24:00,101816.36,60101.07,639.46,12.17,К-р Восточный,630-E040625_P_B_4.A,5698,2025-06-09,PV №52,-1.79,-14.35,8,0.9,72.0,630-E040625_P_B_4.A,-1.79,carbonized_quartz-mica_hornfels_shists
1579519,2025-05-07 09:10:00,2025-05-07 09:23:00,101242.29,60629.88,640.22,12.57,К-р Восточный,630-E030525_P_B_1.B,6051,2025-05-07,PV №52,-1.78,-15.43,28,0.91,144.0,630-E030525_P_B_1.B,-1.78,quartz-mica foliated schists
1609826,2025-06-06 01:52:00,2025-06-06 02:08:00,101699.42,60114.81,639.51,12.46,К-р Восточный,630-E040625_P_B_4.A,5765,2025-06-06,PV №52,-1.77,-16.29,0,0.6,72.0,630-E040625_P_B_4.A,-1.77,carbonized_quartz-mica_hornfels_shists
1611898,2025-06-08 04:06:00,2025-06-08 04:23:00,101852.19,60121.79,639.55,12.04,К-р Восточный,630-E040625_P_B_4.A,5945,2025-06-08,PV №52,-1.77,-16.36,0,0.9,144.0,630-E040625_P_B_4.A,-1.77,carbonized_quartz-mica_hornfels_shists
1610856,2025-06-07 02:58:00,2025-06-07 03:12:00,101730.21,60111.59,639.38,11.71,К-р Восточный,630-E040625_P_B_4.A,5963,2025-06-07,PV №52,-1.76,-14.45,0,0.99,90.0,630-E040625_P_B_4.A,-1.76,carbonized_quartz-mica_hornfels_shists
1611648,2025-06-07 21:59:00,2025-06-07 22:15:00,101868.72,60128.47,639.2,11.16,К-р Восточный,630-E040625_P_B_4.A,5790,2025-06-08,PV №52,-1.76,-13.16,19,0.92,132.0,630-E040625_P_B_4.A,-1.76,carbonized_quartz-mica_hornfels_shists
1578869,2025-05-06 16:36:00,2025-05-06 16:53:00,101264.63,60673.4,639.77,12.54,К-р Восточный,630-E030525_P_B_1.B,6074,2025-05-06,PV №52,-1.76,0.3,26,1.79,150.0,630-E030525_P_B_1.B,-1.76,quartz-mica foliated schists
1667856,2025-08-02 02:15:00,2025-08-02 02:39:00,101246.2,60781.78,620.31,17.63,К-р Восточный,605-E230725_P_B_9.B,5022,2025-08-02,PV №52,-1.76,-12.62,49,3.39,150.6,605-E230725_P_B_9.B,-1.76,mica-quartz_carbonate_massive_rocks
1609858,2025-06-06 02:10:00,2025-06-06 02:26:00,101706.2,60115.6,639.62,12.31,К-р Восточный,630-E040625_P_B_4.A,5766,2025-06-06,PV №52,-1.76,-16.37,10,0.44,114.0,630-E040625_P_B_4.A,-1.76,carbonized_quartz-mica_hornfels_shists
1580718,2025-05-08 12:34:00,2025-05-08 12:47:00,101313.53,60550.6,639.96,12.6,К-р Восточный,630-E030525_P_B_1.B,5983,2025-05-08,PV №52,-1.75,20.12,67,4.11,324.0,630-E030525_P_B_1.B,-1.75,quartz-mica foliated schists
1610839,2025-06-07 02:38:00,2025-06-07 02:56:00,101723.47,60111.39,639.53,12.62,К-р Восточный,630-E040625_P_B_4.A,5964,2025-06-07,PV №52,-1.75,-11.51,19,2.38,78.6,630-E040625_P_B_4.A,-1.75,carbonized_quartz-mica_hornfels_shists
1611670,2025-06-07 19:33:00,2025-06-07 19:52:00,101810.62,60130.23,639.41,11.97,К-р Восточный,630-E040625_P_B_4.A,6069,2025-06-08,PV №52,-1.75,-5.07,23,1.86,216.0,630-E040625_P_B_4.A,-1.75,carbonized_quartz-mica_hornfels_shists
1612707,2025-06-08 21:25:00,2025-06-08 21:43:00,101829.81,60102.4,639.54,11.64,К-р Восточный,630-E040625_P_B_4.A,5700,2025-06-09,PV №52,-1.75,-14.2,0,0.6,180.0,630-E040625_P_B_4.A,-1.75,carbonized_quartz-mica_hornfels_shists
1612019,2025-06-08 06:12:00,2025-06-08 06:29:00,101804.75,60118.4,639.29,11.69,К-р Восточный,630-E040625_P_B_4.A,5952,2025-06-08,PV №52,-1.75,-18.58,0,0.46,84.0,630-E040625_P_B_4.A,-1.75,carbonized_quartz-mica_hornfels_shists
1668303,2025-08-02 13:38:00,2025-08-02 14:05:00,101244.14,60752.83,619.82,17.5,К-р Восточный,605-E230725_P_B_9.B,5043,2025-08-02,PV №52,-1.75,-8.85,35,1.74,402.0,605-E230725_P_B_9.B,-1.75,mica-quartz_carbonate_massive_rocks
1578893,2025-05-06 17:10:00,2025-05-06 17:22:00,101255.6,60676.73,639.78,12.53,К-р Восточный,630-E030525_P_B_1.B,6076,2025-05-06,PV №52,-1.75,-5.56,20,1.76,294.0,630-E030525_P_B_1.B,-1.75,quartz-mica foliated schists
1612669,2025-06-08 20:49:00,2025-06-08 21:04:00,101843.48,60103.07,639.47,12.16,К-р Восточный,630-E040625_P_B_4.A,5702,2025-06-09,PV №52,-1.74,-14.26,12,0.29,60.0,630-E040625_P_B_4.A,-1.74,carbonized_quartz-mica_hornfels_shists
1615066,2025-06-11 07:35:00,2025-06-11 07:54:00,101863.5,60126.78,638.89,12.0,К-р Восточный,630-E040625_P_B_4.A,5789,2025-06-11,PV №52,-1.74,-4.52,0,0.0,258.0,630-E040625_P_B_4.A,-1.74,carbonized_quartz-mica_hornfels_shists
1612711,2025-06-08 19:43:00,2025-06-08 20:01:00,101771.72,60103.85,639.37,11.36,К-р Восточный,630-E040625_P_B_4.A,5897,2025-06-09,PV №52,-1.73,-10.31,0,0.29,173.4,630-E040625_P_B_4.A,-1.73,carbonized_quartz-mica_hornfels_shists
1668195,2025-08-02 11:05:00,2025-08-02 11:28:00,101267.32,60720.46,621.47,18.01,К-р Восточный,605-E230725_P_B_9.B,8171,2025-08-02,PV №52,-1.73,-8.99,14,0.99,306.0,605-E230725_P_B_9.B,-1.73,mica-quartz_carbonate_massive_rocks
1672856,2025-08-06 22:40:00,2025-08-06 22:58:00,101218.09,60836.77,620.69,17.52,К-р Восточный,605-E230725_P_B_9.B,4979,2025-08-07,PV №52,-1.73,-7.22,60,1.92,756.0,605-E230725_P_B_9.B,-1.73,mica-quartz_carbonate_massive_rocks
1608758,2025-06-05 01:03:00,2025-06-05 01:26:00,101717.67,60139.88,639.48,12.51,К-р Восточный,630-E040625_P_B_4.A,6139,2025-06-05,PV №52,-1.73,-9.68,17,1.58,144.0,630-E040625_P_B_4.A,-1.73,carbonized_quartz-mica_hornfels_shists
1668784,2025-08-03 01:32:00,2025-08-03 01:51:00,101259.22,60681.48,620.47,17.63,К-р Восточный,605-E230725_P_B_9.B,5035,2025-08-03,PV №52,-1.72,-13.99,16,1.69,96.0,605-E230725_P_B_9.B,-1.72,quartz-mica foliated schists
1581505,2025-05-09 04:51:00,2025-05-09 05:09:00,101290.95,60503.34,640.45,12.66,К-р Восточный,630-E030525_P_B_1.B,5876,2025-05-09,PV №52,-1.72,-13.71,60,2.52,264.0,630-E030525_P_B_1.B,-1.72,mica-quartz_carbonate_massive_rocks
1581741,2025-05-09 10:28:00,2025-05-09 10:39:00,101318.29,60490.62,640.36,12.75,К-р Восточный,630-E030525_P_B_1.B,6001,2025-05-09,PV №52,-1.72,31.52,129,5.66,60.0,630-E030525_P_B_1.B,-1.72,mica-quartz_carbonate_massive_rocks
1580689,2025-05-08 12:06:00,2025-05-08 12:18:00,101299.82,60557.85,640.05,12.52,К-р Восточный,630-E030525_P_B_1.B,5951,2025-05-08,PV №52,-1.72,25.4,103,6.14,444.0,630-E030525_P_B_1.B,-1.72,mica-quartz_carbonate_massive_rocks
1578886,2025-05-06 16:54:00,2025-05-06 17:07:00,101258.94,60669.23,639.76,12.32,К-р Восточный,630-E030525_P_B_1.B,6150,2025-05-06,PV №52,-1.72,6.24,42,3.02,564.0,630-E030525_P_B_1.B,-1.72,mica-quartz_carbonate_massive_rocks
1578907,2025-05-06 17:24:00,2025-05-06 17:38:00,101252.09,60668.57,639.7,12.82,К-р Восточный,630-E030525_P_B_1.B,6149,2025-05-06,PV №52,-1.72,-17.5,0,0.01,6.0,630-E030525_P_B_1.B,-1.72,mica-quartz_carbonate_massive_rocks
1609708,2025-06-05 22:55:00,2025-06-05 23:09:00,101749.46,60125.21,639.3,11.47,К-р Восточный,630-E040625_P_B_4.A,6060,2025-06-06,PV №52,-1.72,-8.88,16,0.77,252.0,630-E040625_P_B_4.A,-1.72,carbonized_quartz-mica_hornfels_shists
1609819,2025-06-06 01:32:00,2025-06-06 01:49:00,101692.63,60115.3,639.36,12.25,К-р Восточный,630-E040625_P_B_4.A,5764,2025-06-06,PV №52,-1.71,-14.66,12,0.58,90.0,630-E040625_P_B_4.A,-1.71,carbonized_quartz-mica_hornfels_shists
1614433,2025-06-10 17:41:00,2025-06-10 18:01:00,101742.79,60083.26,639.24,12.28,К-р Восточный,630-E040625_P_B_4.A,5677,2025-06-10,PV №52,-1.71,-25.84,0,0.62,66.0,630-E040625_P_B_4.A,-1.71,carbonized_quartz-mica_hornfels_shists
